"from","to","weight"
"Gaurav Baruah","Richard McCreadie",2
"Gaurav Singh","Iain James Marshall",2
"Gaurav Singh","James Thomas 0001",2
"Gaurav Singh","John Shawe-Taylor",2
"Md Farhadur Rahman","Gautam Das 0001",2
"Nick Koudas","Gautam Das 0001",2
"Gautam Shroff","Lovekesh Vig",2
"Prerna Khurana","Gautam Shroff",2
"Puneet Agarwal","Gautam Shroff",2
"Gbadebo Ayoade","Kevin W. Hamlen",2
"Gbadebo Ayoade","Khaled Al-Naami",2
"Gbadebo Ayoade","Latifur Khan",2
"Murat Sensoy","Geeth de Mel",2
"Geeth de Mel","Seraphin B. Calo",2
"Huayi Li","Geli Fei",2
"Geli Fei","Jidong Shao",2
"Geli Fei","Shuai Wang 0020",2
"Geli Fei","Weixiang Shao",2
"Jian Xu 0009","Genady Ya. Grabarnik",2
"Larisa Shwartz","Genady Ya. Grabarnik",2
"Qing Wang 0016","Genady Ya. Grabarnik",2
"Ramesh Baral","Genady Ya. Grabarnik",2
"Tao Li 0001","Genady Ya. Grabarnik",2
"Wei Xue","Genady Ya. Grabarnik",2
"Wubai Zhou","Genady Ya. Grabarnik",2
"Zheng Liu 0001","Genady Ya. Grabarnik",2
"Gene P. K. Wu","Keith C. C. Chan",2
"Jiajin Zhang","Geoff Holmes 0001",2
"Jianfeng Qian","Geoff Holmes 0001",2
"Jianfeng Zhang","Geoff Holmes 0001",2
"Wei Fan 0001","Geoff Holmes 0001",2
"Haifeng Chen","Geoff Jiang",2
"Geoff Jiang","Jinbo Bi",2
"Tan Yan","Geoff Jiang",2
"Tingyang Xu","Geoff Jiang",2
"Wei Cheng 0002","Geoff Jiang",2
"Imed Zitouni","Georg Buscher",2
"Widad Machmouchi","Georg Buscher",2
"George Berry","Sean J. Taylor",2
"Joshua Lieberman","George Percivall",2
"Shaunak D. Bopardikar","George S. Eskander Ekladious",2
"George Trimponias","Xiaoxiao Wang",2
"George Trimponias","Xin Liu 0002",2
"Xueying Guo","George Trimponias",2
"George Trimponias","Yanhui Geng",2
"George Trimponias","Zhitang Chen",2
"Ioannis Katakis","George Valkanas",2
"George Valkanas","Vana Kalogeraki",2
"George Zheng","Georgiy Levchuk",4
"George Zheng","Hamed Eramian",4
"Mohammed Eslami","George Zheng",4
"Hong-Jun Yoon","Georgia D. Tourassi",2
"Mohammed Alawad","Georgia D. Tourassi",2
"Heng-Tze Cheng","Georgios Roumpos",2
"Illia Polosukhin","Georgios Roumpos",2
"Georgios Roumpos","Jamie Smith",2
"Georgios Roumpos","Jianwei Xie",2
"Lichan Hong","Georgios Roumpos",2
"Georgios Roumpos","Martin Wicke",2
"Mustafa Ispir","Georgios Roumpos",2
"Georgios Roumpos","Philipp Tucker",2
"Georgios Roumpos","Yuan Tang",2
"Zakaria Haque","Georgios Roumpos",2
"Ibad Kureshi","Georgios Theodoropoulos 0001",2
"John Brennan","Georgios Theodoropoulos 0001",2
"Stephen Bonner","Georgios Theodoropoulos 0001",2
"Georgios Touloupas","Ioannis Konstantinou",2
"Georgios Touloupas","Nectarios Koziris",2
"Hamed Eramian","Georgiy Levchuk",4
"Mohammed Eslami","Georgiy Levchuk",4
"Gerardo Berbeglia","Kristina Lerman",2
"Gerardo Berbeglia","Pascal Van Hentenryck",2
"Gerardo Berbeglia","Tad Hogg",2
"Hakan Ferhatosmanoglu","Gerhard Weikum",2
"Krishna P. Gummadi","Gerhard Weikum",2
"Martin Theobald","Gerhard Weikum",2
"Mirek Riedewald","Gerhard Weikum",2
"Mohamed Yahya","Gerhard Weikum",2
"Niket Tandon","Gerhard Weikum",2
"Rishiraj Saha Roy","Gerhard Weikum",2
"Sedigheh Eslami","Gerhard Weikum",2
"Hoang Anh Dau","Germain Forestier",2
"Mihaela Malita","Gheorghe M. Stefan",2
"Thanasis Schoinas","Ghulam Qadir",2
"Giambattista Amati","Gianluca Rossi",2
"Giambattista Amati","Giorgio Gambosi",2
"Giambattista Amati","Paola Vocca",2
"Giambattista Amati","Simone Angelini",2
"Giancarlo Pellegrino","Michael Backes 0001",2
"Milivoj Simeonovski","Giancarlo Pellegrino",2
"Leonardo Maria Millefiori","Gianfranco Arcieri",2
"Paolo Braca","Gianfranco Arcieri",2
"Mengdie Zhuang","Gianluca Demartini",2
"Giorgio Gambosi","Gianluca Rossi",2
"Gianluca Rossi","Paola Vocca",2
"Simone Angelini","Gianluca Rossi",2
"Ilias Leontiadis","Gianluca Stringhini",2
"Jeremiah Onaolapo","Gianluca Stringhini",4
"Gianluca Stringhini","Jeremy Blackburn",2
"Manuel Egele","Gianluca Stringhini",2
"Nick Nikiforakis","Gianluca Stringhini",2
"Nicolas Kourtellis","Gianluca Stringhini",2
"Nicolas Nikiforou","Gianluca Stringhini",2
"Riginos Samaras","Gianluca Stringhini",2
"Syed Sharique Ahmad","Gianluca Stringhini",2
"Kiran Garimella","Gianmarco De Francisci Morales",2
"Gianmarco De Francisci Morales","Michael Mathioudakis",2
"Muhammad Anis Uddin Nasir","Gianmarco De Francisci Morales",2
"Gianmarco De Francisci Morales","Sarunas Girdzijauskas",2
"Theodore Vasiloudis","Gianmarco De Francisci Morales",2
"Giannis Spiliopoulos","Giannis Tsapelas",2
"Giannis Spiliopoulos","Konstantinos Chatzikokolakis 0002",2
"Giannis Spiliopoulos","Spyros Mouzakitis",2
"Konstantinos Chatzikokolakis 0002","Giannis Tsapelas",2
"Giannis Tsapelas","Spyros Mouzakitis",2
"Giannis V. Koumoutsos","Ian Lewin",2
"Giannis V. Koumoutsos","Maria Fasli",2
"Jingwei Yang","Gigi Y. Yuen-Reed",2
"Karthikeyan Natesan Ramamurthy","Gigi Y. Yuen-Reed",2
"Kevin N. Tran","Gigi Y. Yuen-Reed",2
"Moninder Singh","Gigi Y. Yuen-Reed",2
"Vijay Iyengar","Gigi Y. Yuen-Reed",2
"Joichiro Kon","Gil Jae Lee",2
"Gil Jae Lee","José A. B. Fortes",2
"Kenji Nakashima","Gil Jae Lee",2
"Saneyasu Yamaguchi","Gil Jae Lee",2
"Gilad Asharov","Tamir Tassa",2
"Natalia Ponomareva","Gilbert Hendry",2
"Gilbert Hendry","Salem Haykal",2
"Gilbert Hendry","Soroush Radpour",2
"Thomas Colthurst","Gilbert Hendry",2
"Kiran K. Rachuri","Gillian M. Sandstrom",2
"Neal Lathia","Gillian M. Sandstrom",2
"Peter J. Rentfrow","Gillian M. Sandstrom",2
"Sandra Servia Rodríguez","Gillian M. Sandstrom",2
"Oliver L. Haimson","Gillian R. Hayes",2
"Giorgia Di Tommaso","Giovanni Stilo",2
"Giorgia Di Tommaso","Paola Velardi",2
"Giorgio Gambosi","Paola Vocca",2
"Simone Angelini","Giorgio Gambosi",2
"Giovanni Campagna","Michael Fischer 0010",2
"Giovanni Campagna","Monica S. Lam",2
"Giovanni Campagna","Rakesh Ramesh",2
"Giovanni Campagna","Silei Xu",2
"Giovanni Stilo","Paola Velardi",2
"Gireeja Ranade","Markus Mobius",2
"Miklós Z. Rácz","Gireeja Ranade",2
"Giuseppe Cuccu","Krzysztof Kryszczuk",2
"Giuseppe Cuccu","Martin Gassner",2
"Giuseppe Cuccu","Philippe Cudré-Mauroux",2
"Giuseppe Cuccu","Somayeh Danafar",2
"Giuseppe Cuccu","Stefano Bernero",2
"Gleb Gusev","Pavel Serdyukov",2
"Gokberk Serin","Hakki Özgür Ünver",2
"Gokberk Serin","M. Ugur Gudelek",2
"Gordon V. Cormack","Jimmy J. Lin",2
"Goutam Mylavarapu","Johnson P. Thomas",2
"Saurabh Agrawal","Gowtham Atluri",2
"Gowtham Atluri","Snigdhansu Chatterjee",2
"Gowtham Atluri","Stefan Liess",2
"Gowtham Atluri","Vipin Kumar",2
"Gowtham Atluri","William Haltom",2
"Gowtham Ramani Kumar","Ritendra Datta",2
"Grégoire Jauvion","Jean-Michel Renders",2
"Nicolas Grislain","Grégoire Jauvion",2
"Pedro Chahuara","Grégoire Jauvion",2
"Greg Durrett","Jonathan K. Kummerfeld",2
"Greg Durrett","Kirill Levchenko",2
"Rebecca S. Portnoff","Greg Durrett",2
"Sadia Afroz","Greg Durrett",2
"Greg Durrett","Taylor Berg-Kirkpatrick",2
"Greg Durrett","Vern Paxson",2
"Greg Kochanski","John Karro",2
"Subhodeep Moitra","Greg Kochanski",2
"Haraldur Tómas Hallgrímsson","Greg Ver Steeg",2
"Greg Ver Steeg","Luca Foschini",2
"Gregor Jossé","Matthias Renz",2
"Gregor Jossé","Matthias Schubert",2
"Gregor Jossé","Tobias Emrich",2
"Gregor Jossé","Ugur Demiryurek",2
"Ying Lu 0004","Gregor Jossé",2
"Gregor Kovalcík","Jakub Lokoc",2
"Ladislav Peska","Gregor Kovalcík",2
"Gregor Kovalcík","Tomás Grosup",2
"Tomás Skopal","Gregor Kovalcík",2
"Guy-Vincent Jourdan","Gregor von Bochmann",2
"Gregor von Bochmann","Iosif-Viorel Onut",2
"Qian Cui","Gregor von Bochmann",2
"Gregor von Bochmann","Russell Couturier",2
"Saritha Arunkumar","Gregory H. Cirincione",2
"Seraphin B. Calo","Gregory H. Cirincione",2
"Leandro Ordoñez-Ante","Gregory van Seghbroeck",2
"Thomas Vanhove","Gregory van Seghbroeck",2
"Gregory van Seghbroeck","Tim Wauters",2
"Matteo Venanzi","Grzegorz Kukla",2
"Grzegorz Kukla","Nicola Cancedda",2
"Grzegorz Kukla","Piotr Grudzien",2
"Roy Rosemarin","Grzegorz Kukla",2
"Guanfeng Liang","Rómer Rosales",2
"Rupesh Gupta","Guanfeng Liang",2
"Guanfeng Liu 0001","Kai Zheng 0001",2
"Guanfeng Liu 0001","Lei Zhao 0001",2
"Meng Hu","Guanfeng Liu 0001",2
"Yongxin Shen","Guanfeng Liu 0001",2
"Zhixu Li","Guanfeng Liu 0001",2
"Xi Zhang","Guang-Gang Geng",2
"Xiao-Bo Jin","Guang-Gang Geng",2
"Guang-Gang Geng","Xiaodong Lee",2
"Yu Zeng","Guang-Gang Geng",2
"Guang-Gang Geng","Zhiwei Yan",4
"Zhou Fa","Guang-Gang Geng",2
"Si Li 0001","Guang Chen 0003",2
"Weijie Bian","Guang Chen 0003",2
"Zhao Yang","Guang Chen 0003",2
"Guang Chen 0003","Zhiqing Lin",2
"Mehdi Assefi","Guangchi Liu",2
"Lingli Chen","Guangmin Hu",2
"Toyotaro Suzumura","Guangmin Hu",2
"Weiyi Liu","Guangmin Hu",2
"Wei-Shih Yang","Guangrong Li",2
"Xiaohua Hu 0001","Guangrong Li",2
"Xinli Yu","Guangrong Li",2
"Zheng Chen 0010","Guangrong Li",2
"Guangsha Shi","Jacob D. Abernethy",2
"Guangsha Shi","Jared Webb",2
"Guangtao Wang","Jie Wang 0005",2
"Guangtao Wang","Jieping Ye",2
"Shang Qiu","Guangtao Wang",2
"Tingjin Luo","Guangtao Wang",2
"Weizhong Zhang","Guangtao Wang",2
"Yang Yang","Guangtao Wang",2
"Guangxu Xun","Jing Gao 0004",2
"Kishlay Jha","Guangxu Xun",2
"Guangxu Xun","Vishrawas Gopalakrishnan",2
"Guangxu Xun","Yaliang Li",2
"Guangzhi Qu","Paul Watta",2
"Paula Lauren","Guangzhi Qu",2
"Guanjie Zheng","Susan L. Brantley",2
"Guanjie Zheng","Thomas Lauvaux",2
"Guanjie Zheng","Zhenhui Li",2
"Guannan Liu","Mingfei Teng",2
"Pengfei Wang 0008","Guannan Liu",2
"Guannan Liu","Wenqing Hu",2
"Yanjie Fu","Guannan Liu",4
"Guansong Pang","Hongzuo Xu",2
"Guansong Pang","Longbing Cao",2
"Guansong Pang","Wentao Zhao",2
"Guanyao Li","Sheng-Yun Huang",2
"Guanyao Li","Wen-Chih Peng",2
"Guanyao Li","Xiaochuan Gou",2
"Guanyu Tao","Jun Wang 0012",4
"Kan Ren","Guanyu Tao",2
"Lantao Yu","Guanyu Tao",2
"Guanyu Tao","Weinan Zhang 0001",4
"Xuejian Wang","Guanyu Tao",2
"Yiyang Li","Guanyu Tao",2
"Guanyu Tao","Yong Yu 0001",4
"Jose Luis","Guerrero Cusumano",2
"Harrisen Scells","Guido Zuccon",2
"Guido Zuccon","Leif Azzopardi",2
"Guido Zuccon","Shlomo Geva",2
"Sha Li","Guihai Chen",2
"Weiming Bao","Guihai Chen",2
"Xiaofeng Gao","Guihai Chen",2
"Jinlong Hu","Guihong Bai",2
"Shaorong Liu","Guihong Bai",2
"Guihong Bai","Shoubin Dong",2
"Yong Cai","Guihong Bai",2
"Guihuan Zheng","Qikun Yao",2
"Guihuan Zheng","Xingfen Wang",2
"Guihuan Zheng","Zhou Yang",2
"Huan Gao","Guilin Qi",2
"Jun Shi","Guilin Qi",2
"Guilin Qi","Zhangquan Zhou",2
"Guillaume Cabanac","Karen Pinel-Sauvagnat",2
"Guillaume Cabanac","Mohand Boughanem",2
"Thibaut Thonet","Guillaume Cabanac",2
"Jean Pouget-Abadie","Guillaume Saint-Jacques",2
"Martin Saveski","Guillaume Saint-Jacques",2
"Guillaume Saint-Jacques","Souvik Ghosh",2
"Guillaume Saint-Jacques","Weitao Duan",2
"Guillaume Saint-Jacques","Ya Xu",2
"Guixiang Ma","Lifang He 0001",2
"Guixiang Ma","Philip S. Yu",2
"Guixiang Ma","Weixiang Shao",2
"Guohui Xiao 0001","Gulnar Mehdi",4
"Gulnar Mehdi","Ian Horrocks",4
"Gulnar Mehdi","Mikhail Roshchin",4
"Ognjen Savkovic","Gulnar Mehdi",4
"Rafael Peñaloza","Gulnar Mehdi",2
"Gulnar Mehdi","Sebastian Brandt 0001",2
"Gulnar Mehdi","Thomas A. Runkler",2
"Inci Batmaz","Gulsah Serdar",2
"Pinar Karagoz","Gulsah Serdar",2
"I. Juga","Gunter Zeug",2
"I. Porras","Gunter Zeug",2
"J. M. Sole","Gunter Zeug",2
"Gunter Zeug","J. Martinez",2
"Juha Pekka Kilpinen","Gunter Zeug",2
"Kaisa Riikka Ylinen","Gunter Zeug",2
"M. Navarro","Gunter Zeug",2
"Gunter Zeug","M. Weirathe",2
"P. Gamez","Gunter Zeug",2
"P. Nurmi","Gunter Zeug",2
"Gunter Zeug","R. Yuste",2
"Gunter Zeug","S. Castro",2
"Gunter Zeug","T. Velin",2
"Gunter Zeug","V. Moreno",2
"V. O'Brien","Gunter Zeug",2
"Guo-Jun Qi","Jiebo Luo",2
"Guo-Jun Qi","Jiliang Tang",2
"Guo-Jun Qi","Jingdong Wang 0001",2
"Liheng Zhang","Guo-Jun Qi",2
"Haoyu Wang 0001","Guoai Xu",2
"Guoai Xu","Jason I. Hong",2
"Miao Zhang","Guoai Xu",2
"Xiangqun Chen","Guoai Xu",2
"Yao Guo 0001","Guoai Xu",2
"Zhe Liu","Guoai Xu",2
"Guobin Wu","Jieping Ye",2
"Guobin Wu","Junying Zhang",2
"Lingyu Zhang","Guobin Wu",2
"Guobin Wu","Pengcheng Feng",2
"Guobin Wu","Pinghua Gong",2
"Tao Hu","Guobin Wu",2
"Yue Min","Guobin Wu",2
"Guodong Liu","Heng Huang",2
"Guodong Long","Jing Jiang 0002",4
"Ruiqi Hu","Guodong Long",2
"Shirui Pan","Guodong Long",4
"Guodong Long","Xingquan Zhu",2
"Joshua Stuve","Guofeng Cao",2
"Long Hoang Nguyen 0002","Guofeng Cao",2
"Zhou Yang","Guofeng Cao",2
"Guohong Cao","Lance M. Kaplan",2
"Liang Ma","Guohong Cao",2
"Guohui Xiao 0001","Ian Horrocks",4
"Guohui Xiao 0001","Mikhail Roshchin",4
"Ognjen Savkovic","Guohui Xiao 0001",4
"Guohui Xiao 0001","Rafael Peñaloza",2
"Guohui Xiao 0001","Sebastian Brandt 0001",2
"Guohui Xiao 0001","Thomas A. Runkler",2
"Guojun Gan","Jimmy Xiangji Huang",2
"Guoliang Li 0001","Huiqi Hu",2
"Guoliang Li 0001","Jianhua Feng",4
"Guoliang Li 0001","Qi Li 0002",2
"Xueping Weng","Guoliang Li 0001",2
"Yan Zhuang","Guoliang Li 0001",2
"Guoliang Li 0001","Yudian Zheng",2
"Guoliang Li 0001","Zhuojian Zhong",2
"Le Wu","Guoping Hu",2
"Qi Liu 0003","Guoping Hu",2
"Run-ze Wu","Guoping Hu",2
"Yu Su 0002","Guoping Hu",2
"Yuying Chen","Guoping Hu",2
"Zhenya Huang","Guoping Hu",2
"Kejiang Ye","Guoyao Xu",2
"Guoyao Xu","Tongxin Bai",2
"Guoyin Wang 0001","Hong Yu 0007",2
"Guoyin Wang 0001","Qun Liu",2
"Shuyin Xia","Guoyin Wang 0001",2
"Guoyin Wang 0001","Yunsheng Liu",2
"Guruprasad Nayak","James Gerber",2
"Guruprasad Nayak","Kimberly Carlson",2
"Guruprasad Nayak","Paul C. West",2
"Guruprasad Nayak","Vipin Kumar",2
"Xiaowei Jia","Guruprasad Nayak",2
"Gustavo Girão","Itamir Filho",2
"Gustavo Girão","Kayo Goncalves",2
"Rubem Kalebe","Gustavo Girão",2
"Guy-Vincent Jourdan","Iosif-Viorel Onut",2
"Qian Cui","Guy-Vincent Jourdan",2
"Guy-Vincent Jourdan","Russell Couturier",2
"Guy Feigenblat","Haggai Roitman",2
"Guy Feigenblat","Odellia Boni",2
"Guyue Han","Harish Sethu",2
"Miriam Cha","H. T. Kung 0001",2
"Youngjune Gwon","H. T. Kung 0001",2
"Héctor Ruiz","Patrick Lucey",4
"Paul Power","Héctor Ruiz",4
"Héctor Ruiz","Xinyu Wei",4
"Hadeel Alghamdi","Patrick Martin 0001",2
"Trong T. Nguyen","Hady W. Lauw",2
"Tuan M. V. Le","Hady W. Lauw",2
"Haekyu Park","Jinhong Jung",2
"Haekyu Park","U Kang",2
"Jisun An","Haewoon Kwak",2
"Odellia Boni","Haggai Roitman",2
"Haifeng Chen","Jinbo Bi",2
"Kai Zhang 0001","Haifeng Chen",2
"Lu-An Tang","Haifeng Chen",2
"Tan Yan","Haifeng Chen",2
"Tingyang Xu","Haifeng Chen",2
"Wei Cheng 0002","Haifeng Chen",2
"Wendy Hui Wang","Haifeng Chen",2
"Ying Lin","Haifeng Chen",2
"Zhengzhang Chen","Haifeng Chen",2
"Zhichun Li","Haifeng Chen",2
"Huimin Zhang","Haifeng Liu",2
"Zheqian Chen","Haifeng Liu",2
"Zhou Zhao","Haifeng Liu",2
"Tao Han 0003","Hailong Sun 0001",2
"Hailong Sun 0001","Xudong Liu 0001",2
"Hailong Sun 0001","Yangqiu Song",2
"Hailong Sun 0001","Zizhe Wang",2
"Qiquan Shi","Haiping Lu",2
"Haiping Lu","Yiu-ming Cheung",2
"Qi Liu 0003","Haiping Ma",2
"Zai Huang","Haiping Ma",2
"Zhen Pan","Haiping Ma",2
"Richard de Groof","Haiping Xu",2
"Joemon M. Jose","Haitao Yu 0003",2
"Long Chen 0008","Haitao Yu 0003",2
"Huan Yan","Haitao Zheng 0001",4
"Megan McQueen","Haitao Zheng 0001",2
"Qingyun Liu","Haitao Zheng 0001",2
"Scott Counts","Haitao Zheng 0001",2
"Shiliang Tang","Haitao Zheng 0001",4
"Tzu-Heng Lin","Haitao Zheng 0001",4
"Xinyi Zhang","Haitao Zheng 0001",4
"Yanzi Zhu","Haitao Zheng 0001",2
"Yong Li 0008","Haitao Zheng 0001",4
"Yuanshun Yao","Haitao Zheng 0001",2
"Yun Zhao","Haitao Zheng 0001",2
"Zhijing Li 0001","Haitao Zheng 0001",2
"Shady S. Refaat","Haitham Abu-Rub",2
"Haixin Jiang","Hua Wang 0002",2
"Haixin Jiang","Limeng Zhang",2
"Haixin Jiang","Rui Zhou 0001",2
"Haixin Jiang","Yanchun Zhang",2
"Hanghang Tong","Haixun Wang",2
"Jiaqing Liang","Haixun Wang",2
"Kezun Zhang","Haixun Wang",2
"Lihan Chen","Haixun Wang",2
"Haixun Wang","Wei Wang 0009",2
"Yanghua Xiao","Haixun Wang",2
"Haiyan Yu","Jiang Yu",2
"Haiyan Yu","Kun Xiang",2
"Xiaoyi Lu","Haiyang Shi",2
"Haoyu Wang 0003","Haiying Shen",2
"Haiying Shen","Heng Zhou",2
"Jiaqi Gong","Haiying Shen",2
"Haiying Shen","John Lach",2
"Yan Zhuang","Haiying Shen",2
"Hajin Lim","Susan R. Fussell",2
"Henrik Leopold","Hajo A. Reijers",2
"Marzieh Bakhshandeh","Hajo A. Reijers",2
"Hakan Ferhatosmanoglu","Krishna P. Gummadi",2
"Sanem Elbasi","Hakan Ferhatosmanoglu",2
"Hakbeom Jang","Jae W. Lee",2
"Hakbeom Jang","Jaeyoung Jang",2
"Jonghyun Bae","Hakbeom Jang",2
"Hakbeom Jang","Joo Young Hwang",2
"Hakbeom Jang","Jun Heo 0001",2
"Hakbeom Jang","Sangyeun Cho",2
"Hakbeom Jang","Wenjing Jin",2
"M. Ugur Gudelek","Hakki Özgür Ünver",2
"Halife Kodaz","Kasim Oztoprak",2
"Riza Emre Aras","Halife Kodaz",2
"Semih Yumusak","Halife Kodaz",2
"Mohammed Eslami","Hamed Eramian",4
"Hamed Yaghoubi Shahir","Mehdi Shirmaleki",2
"Mohammad A. Tayebi","Hamed Yaghoubi Shahir",2
"Uwe Glässer","Hamed Yaghoubi Shahir",2
"Zahra Zohrevand","Hamed Yaghoubi Shahir",2
"Hamed Zamani","Michael Bendersky",2
"Hamed Zamani","Mingyang Zhang 0001",2
"Hamed Zamani","Xuanhui Wang",2
"Vahab S. Mirrokni","Hamid Nazerzadeh",2
"Hongyuan Zha","Hamid R. Rabiee",2
"Keivan Alizadeh","Hamid R. Rabiee",2
"Mehrdad Farajtabar","Hamid R. Rabiee",2
"Seyyed Abbas Hosseini","Hamid R. Rabiee",2
"Hamza Harkous","Karl Aberer",2
"Rémi Lebret","Hamza Harkous",2
"Kan Ren","Han Cai",2
"Han Cai","Weinan Zhang 0001",2
"Han Cai","Yong Yu 0001",2
"Yuxuan Song","Han Cai",2
"Han Guo","Hao Sun",2
"Han Guo","Hongxia Jin",2
"Jianbo Yuan","Han Guo",2
"Han Guo","Jiebo Luo",4
"Han Guo","Thuy-vy Thi Nguyen",2
"Tianran Hu","Han Guo",2
"Han Guo","Xianchao Zhang",2
"Han Guo","Zhiwei Jin",2
"Han Zhu","Han Li",2
"Junqi Jin","Han Li",2
"Han Li","Kun Gai",2
"Yifan Zeng","Han Li",2
"Han Qin","Haozhen Zhao",2
"Han Qin","Kit Riehle",2
"Han Su","Kai Zheng 0001",2
"Han Su","Tieke He",2
"Han Su","Ugur Demiryurek",2
"Yaguang Li","Han Su",2
"Yan Zhao 0008","Han Su",2
"Yang Li","Han Su",2
"Yu Wang","Han Su",2
"Han Zhu","Junqi Jin",2
"Han Zhu","Kun Gai",2
"Han Zhu","Yifan Zeng",2
"Mathias Ekstedt","Hanan Alobaidli",2
"Hancheng Ge","James Caverlee",2
"Qingquan Song","Hancheng Ge",2
"Hancheng Ge","Xia Hu",2
"Xiao Huang 0001","Hancheng Ge",2
"Hang Li","Muhammad Shahzad 0001",2
"Hang Li","Steve Uhlig",2
"Tong Yang 0003","Hang Li",2
"Jaeyoung Kim","Hang Liu",2
"Jialing Zhang","Hang Liu",2
"Hang Liu","Seung Woo Son 0001",2
"Hang Li","Xiaoming Li 0001",2
"Hanghang Tong","Hasan Davulcu",2
"Hanghang Tong","Jian Lu 0001",2
"Jiaqing Liang","Hanghang Tong",2
"Jie Lu","Hanghang Tong",2
"Hanghang Tong","Jingrui He",2
"Jingwei Xu 0001","Hanghang Tong",2
"Kezun Zhang","Hanghang Tong",2
"Liangyue Li","Hanghang Tong",2
"Lihan Chen","Hanghang Tong",2
"Mehmet Yigit Yildirim","Hanghang Tong",2
"Hanghang Tong","Nan Cao",6
"Hanghang Tong","Norbou Buchler",2
"Qing He","Hanghang Tong",2
"Scott Alcorn","Hanghang Tong",2
"Scott Freitas","Hanghang Tong",2
"Si Zhang","Hanghang Tong",4
"Hanghang Tong","Wei Wang 0009",2
"Hanghang Tong","Xianping Tao",2
"Xing Su 0002","Hanghang Tong",2
"Yanghua Xiao","Hanghang Tong",2
"Hanghang Tong","Yinglong Xia",2
"Hanghang Tong","Yong Wang 0021",2
"Yuan Yao 0001","Hanghang Tong",4
"Hanieh Alipour","Yan Liu",2
"Hannah Jean Miller","Jacob Thebault-Spieker",2
"Hannah Jean Miller","Loren G. Terveen",2
"Meike Klettke","Hannes Awolin",2
"Hannes Awolin","Stefanie Scherzinger",2
"Hannes Awolin","Uta Störl",2
"Hannu Reittu","Ilkka Norros",2
"Hanqing Lu","Qinyue Jiang",2
"Hanwang Zhang","Liqiang Nie",2
"Lizi Liao","Hanwang Zhang",2
"Hanwang Zhang","Tat-Seng Chua",2
"Hanwang Zhang","Xia Hu",2
"Xiangnan He 0001","Hanwang Zhang",2
"Hanxu Hou","Hui Li 0022",4
"Jiyang Zhang","Hanxu Hou",2
"Hanxu Hou","Kedan Li",4
"Hanxu Hou","Xin Yang",2
"Zhili Lin","Hanxu Hou",2
"Hao Li","Sannyuya Liu",2
"Hao Liu 0026","Haoyu Tan",2
"Hao Liu 0026","Jiang Xiao",2
"Hao Liu 0026","Lionel M. Ni",2
"Hao Liu 0026","Qiong Luo 0001",2
"Hao Liu 0026","Yudian Ji",2
"Hao Li","Xiaohua Tony Hu",2
"Hao Ma","Kuansan Wang",2
"Yuxiao Dong","Hao Ma",2
"Hao Ma","Zhihong Shen",2
"Hao Peng","Johannes C. Eichstaedt",2
"Hao Peng","John A. Miller",2
"Hao Peng","Lyle H. Ungar",2
"Muhammad Abdul-Mageed","Hao Peng",2
"Mustafa V. Nural","Hao Peng",2
"Hao Sun","Jiebo Luo",2
"Hao Sun","Thuy-vy Thi Nguyen",2
"Tianran Hu","Hao Sun",2
"Kaixi Hou","Hao Wang 0002",2
"Hao Wang 0002","Wu-chun Feng",2
"Xiaodong Yu","Hao Wang 0002",2
"Hao Wang 0005","Hongzhi Yin",2
"Hao Wang 0005","Hui Xiong 0001",2
"Hao Wang 0005","Qinyong Wang",2
"Hao Wang 0005","Yanmei Fu",2
"Hao Wu 0011","Weiwei Sun",2
"Hao Yin","Jure Leskovec",2
"Hao Zheng","Qi Li 0016",2
"Hao Zheng","Xin Mu",2
"Hao Zheng","Yang Zhang 0031",2
"Haohua Sun Yin","Ravi Vatrapu",2
"Haopeng Li","Hui Li",2
"Haoran Li 0003","Jiawei Han 0001",2
"Haoran Li 0003","Ming Zhang 0004",2
"Yangqiu Song","Haoran Li 0003",2
"Haoran Li 0003","Yizhou Sun",2
"Haoran Xie 0001","Jian Yin 0001",2
"Yanghui Rao","Haoran Xie 0001",2
"Haoran Xie 0001","Yuwei Liu",2
"Haoruo Peng","Jiawei Han 0001",2
"Keyang Zhang","Haoruo Peng",2
"Quan Yuan 0001","Haoruo Peng",2
"Haoruo Peng","Shaowen Wang",2
"Haoruo Peng","Tim Hanratty",2
"Haoruo Peng","Yu Zheng 0004",2
"Jiang Xiao","Haoyu Tan",2
"Haoyu Tan","Lionel M. Ni",2
"Haoyu Tan","Qiong Luo 0001",2
"Yudian Ji","Haoyu Tan",2
"Haoyu Wang 0001","Jason I. Hong",2
"Haoyu Wang 0001","Miao Zhang",2
"Haoyu Wang 0001","Xiangqun Chen",2
"Haoyu Wang 0001","Yao Guo 0001",2
"Haoyu Wang 0001","Zhe Liu",2
"Haoyu Wang 0003","Jiaqi Gong",2
"Haoyu Wang 0003","John Lach",2
"Haoyu Wang 0003","Yan Zhuang",2
"Haoyu Zhang","Qin Zhang 0001",4
"Jianping Zhang","Haozhen Zhao",2
"Kit Riehle","Haozhen Zhao",2
"Nathaniel Huber-Fliflet","Haozhen Zhao",2
"Rishi Chhatwal","Haozhen Zhao",2
"Robert Keeling","Haozhen Zhao",2
"Kubilay Atasu","Haralampos Pozidis",4
"Manolis Sifalakis","Haralampos Pozidis",4
