"from","to","weight"
"Michael Schleiss","Bennie Vorster",2
"Pierre Laperdrix","Benoit Baudry",2
"Benyou Wang","Dawei Song 0001",2
"Lipeng Zhang","Benyou Wang",2
"Peng Zhang 0002","Benyou Wang",2
"Zhan Su","Benyou Wang",2
"Masoumeh Izadi","Bernard Cheng",2
"Bernard Cheng","Shangjing Wu",2
"Haewoon Kwak","Bernard J. Jansen",6
"Hind Almerekhi","Bernard J. Jansen",2
"Jisun An","Bernard J. Jansen",6
"Joni O. Salminen","Bernard J. Jansen",2
"Joni Salminen","Bernard J. Jansen",4
"Milica Milenkovic","Bernard J. Jansen",2
"Soon-Gyo Jung","Bernard J. Jansen",6
"Haewoon Kwak","Bernard Jim Jansen",2
"Jisun An","Bernard Jim Jansen",2
"Joni Salminen","Bernard Jim Jansen",2
"Soon-Gyo Jung","Bernard Jim Jansen",2
"Bernhard Pfahringer","Michal Wozniak 0001",2
"Biwei Huang","Bernhard Schölkopf",2
"Bernhard Schölkopf","Clark Glymour",2
"Kun Zhang 0001","Bernhard Schölkopf",2
"Yizhu Lin","Bernhard Schölkopf",2
"Walid Chaabene","Bert Huang",2
"Bharat Srinivasan","Manos Antonakakis",2
"Bharat Srinivasan","Monjur Alam",2
"Bharat Srinivasan","Mustaque Ahamad",2
"Bharat Srinivasan","Najmeh Miramirkhani",2
"Bharat Srinivasan","Nick Nikiforakis",2
"Bharath Kandimalla","C. Lee Giles",2
"Jian Wu 0006","Bharath Kandimalla",2
"Bharath Kandimalla","Jianyu Mao",2
"Bharath Kandimalla","Shaurya Rohatgi",2
"Bo Dong","Bhavani M. Thuraisingham",2
"Latifur Khan","Bhavani M. Thuraisingham",2
"Md Shihabul Islam","Bhavani M. Thuraisingham",2
"Swarup Chandra","Bhavani M. Thuraisingham",2
"Bhavkaran Singh Walia","Fangyan Chen",2
"Bhavkaran Singh Walia","Geoffrey Arnold",2
"Bhavkaran Singh Walia","Jason Batts",2
"Bhavkaran Singh Walia","Jeffrey Chen",2
"Bhavkaran Singh Walia","Jessica Lee",2
"Bhavkaran Singh Walia","Michael Madaio",2
"Bhavkaran Singh Walia","Nathan Kuo",2
"Bhavkaran Singh Walia","Palak Narang",2
"Bhavkaran Singh Walia","Qianyi Hu",2
"Emre Yigitoglu","Bhuvan Bamba",2
"Bhuvan Bamba","Kisung Lee",2
"Ling Liu 0001","Bhuvan Bamba",2
"Margaret Loper","Bhuvan Bamba",2
"Mehmet Emre Gursoy","Bhuvan Bamba",2
"Daniel Yue Zhang","Biao Geng",2
"Biao Geng","Dong Wang 0002",2
"Biao Geng","Hongmin Zhu",2
"Biao Geng","Ke Li",2
"Lanyu Shang","Biao Geng",2
"Biao Geng","Md. Tanvir Al Amin",2
"Biao Geng","Shuyue Lai",2
"Bidisha Samanta","Niloy Ganguly",2
"Bijaya Adhikari","Mohit Sharma",2
"Bijaya Adhikari","Parikshit Sondhi",2
"Bijaya Adhikari","Wenke Zhang",2
"Peter Foltz","Bikram Sengupta",2
"Renuka Sindhgatta","Bikram Sengupta",2
"Smit Marvaniya","Bikram Sengupta",2
"Swarnadeep Saha","Bikram Sengupta",2
"Tejas I. Dhamecha","Bikram Sengupta",2
"Isabella Huang","Bill Foland",2
"Jennifer Jacobs","Bill Foland",2
"Tamara Sumner","Bill Foland",2
"Bill Foland","Wayne H. Ward",2
"Bilong Shen","Kathleen M. Carley",2
"Bilong Shen","Miaofeng Liu",2
"Bilong Shen","Weimin Zheng",2
"Bilong Shen","Xiaodan Liang",2
"Bilong Shen","Yufeng Ouyang",2
"Deepak Ajwani","Bilyana Taneva",2
"Bilyana Taneva","Ghasem Heyrani-Nobari",2
"Bilyana Taneva","Patrick K. Nicholson",2
"Bilyana Taneva","Sourav Dutta 0001",2
"Bin Dong 0002","Houjun Tang",2
"Bin Dong 0002","Kesheng Wu",2
"Bin Dong 0002","Quincey Koziol",2
"Bin Dong 0002","Suren Byna",2
"Bin Dong 0002","Teng Wang",2
"Hucheng Zhou","Bin Gao",2
"Mu-Chu Lee","Bin Gao",2
"Bin Gao","Ruofei Zhang",4
"Ting Ye","Bin Gao",2
"Will Y. Zou","Bin Gao",2
"Bin Gu","Heng Huang",2
"Qingyang Li","Bin Guo 0001",2
"Bin Guo 0001","Xinjiang Lu",2
"Zhiwen Yu 0001","Bin Guo 0001",2
"Bin Gu","Songcan Chen",2
"Bin Gu","Xiao-Tong Yuan",2
"Bo Xu","Bin Liang",2
"Bin Liang","Deqing Yang",2
"Bin Liang","Fang Chen 0001",2
"Luyang Huang","Bin Liang",2
"Bin Liang","Wei Wang 0009",2
"Bin Liang","Yang Wang 0002",2
"Bin Liang","Yanghua Xiao",2
"Zheng Luo","Bin Liang",2
"Bin Liang","Zhidong Li",2
"Bin Wu","Chenyan Xiong",2
"Bin Wu","Demeng Bai",2
"Bin Wu","Jiafeng Qin",2
"Bin Wu","Maosong Sun",2
"Bin Wu","Sixiong Yang",2
"Wenzhe Wang","Bin Wu",2
"Zhixiang Wang","Bin Wu",4
"Bin Wu","Zhiyuan Liu 0001",2
"Chenjuan Guo","Bin Yang 0002",4
"Bin Yang 0002","Christian S. Jensen",2
"Darius-Valer Micu","Bin Yang 0002",2
"Gabriel-Marcel Muresan","Bin Yang 0002",2
"Razvan-Gabriel Cirstea","Bin Yang 0002",2
"Tung Kieu","Bin Yang 0002",2
"Chhaya Choudhary","Bin Yu",2
"Bin Yu","Martine De Cock",2
"Raaghavi Sivaguru","Bin Yu",2
"Bin Yu","Vadym Tymchenko",2
"Bin Zou 0006","Ingemar J. Cox",2
"Bin Zou 0006","Vasileios Lampos",2
"Binbin Hu","Chuan Shi",4
"Binbin Hu","Philip S. Yu",2
"Binbin Hu","Tianchi Yang",2
"Binbin Hu","Wayne Xin Zhao",4
"Binbing Liao","Chao Wu 0001",2
"Binbing Liao","Douglas McIlwraith",2
"Binbing Liao","Fei Wu",2
"Binbing Liao","Jingqing Zhang",2
"Binbing Liao","Shengwen Yang",2
"Binbing Liao","Tong Chen 0006",2
"Binbing Liao","Yike Guo",2
"Bing He","Dawei Han",2
"Bing He","Dian Zhang",2
"Bing He","Hao Liu 0026",2
"Bing He","Lionel M. Ni",2
"Bing He","Siyuan Liu",2
"Geli Fei","Bing Liu 0001",2
"Guangyi Lv","Bing Liu 0001",2
"Sahisnu Mazumder","Bing Liu 0001",2
"Shuai Wang 0020","Bing Liu 0001",2
"Hong Zhang","BingBing Rao",2
"BingBing Rao","Liqiang Wang",2
"Zixia Liu","BingBing Rao",2
"Binghui Guo","Yafei Dai",2
"Yusi Zhang","Binghui Guo",2
"Zhi Yang 0001","Binghui Guo",2
"Bingning Wang","Jun Zhao 0001",2
"Bingning Wang","Kang Liu 0001",2
"Binqiang Zhao","Dik Lun Lee",2
"Huan Zhao","Binqiang Zhao",2
"Jizhe Wang","Binqiang Zhao",2
"Pipei Huang","Binqiang Zhao",2
"Zhibo Zhang","Binqiang Zhao",2
"Fangwei Zhang","Binxing Fang",2
"Xi Zhang 0008","Binxing Fang",2
"Zhongyue Pei","Binxing Fang",2
"Mohammed Saeed Alkatheiri","Bipana Thapaliya",2
"Yu Zhuang","Bipana Thapaliya",2
"G. Sai Bharath Chandra","Bivas Mitra",2
"Yogesh Singh","Bivas Mitra",2
"Biwei Huang","Clark Glymour",2
"Biwei Huang","Kun Zhang 0001",2
"Biwei Huang","Yizhu Lin",2
"Björn Ross","Marielle Dado",2
"Björn Ross","Maritta Heisel",2
"Bjoern Lindequist","Hermann Heßling",2
"Marco Strutz","Bjoern Lindequist",2
"Miranda Wei","Blase Ur",2
"Panya Gupta","Blase Ur",2
"Sascha Fahl","Blase Ur",2
"Yasemin Acar","Blase Ur",2
"Yuxi Wu","Blase Ur",2
"Fan Fang","Bo-Wen Zhang",2
"Bo-Wen Zhang","Fang Zhou",2
"Bo-Wen Zhang","Hai-Xia Man",2
"Bo-Wen Zhang","Xu-Cheng Yin",2
"Bo Beth Sun","Brendan Armstrong",2
"Bo Beth Sun","Brennan Ringel",2
"Bo Beth Sun","Eric Zielonka",2
"Bo Beth Sun","Jason Snouffer",2
"Bo Beth Sun","Jean Kirschner",2
"Bo Beth Sun","Kimberly Davis",2
"Bo Beth Sun","Matthew Schofield",2
"Bo Beth Sun","Shen-Shyang Ho",2
"Bo Chen","Cuiping Li",2
"Bo Chen","Fengmei Jin",2
"Bo Chen","Guojie Song",2
"Bo Chen","Hong Chen 0001",2
"Jing Zhang 0001","Bo Chen",2
"Bo Chen","Xianming Wang",2
"Bo Chen","Yutao Zhang",2
"Bo Dong","Latifur Khan",2
"Bo Dong","Md Shihabul Islam",2
"Bo Dong","Swarup Chandra",2
"Bo Hu","Cagri Ozcaglar",2
"Gungor Polatkan","Bo Hu",2
"Hakan Inan","Bo Hu",2
"Bo Hu","Krishnaram Kenthapadi",2
"Bo Hu","Qi Guo",2
"Rohan Ramanath","Bo Hu",2
"Bo Hu","Sahin Cem Geyik",2
"Bo Hu","Xianren Wu",2
"Keita Ohshiro","Bo Ji",2
"Bo Jin 0001","Chuanren Liu",2
"Bo Jin 0001","Haoyu Yang",2
"Bo Jin 0001","Jianing Tong",2
"Bo Jin 0001","Leilei Sun",2
"Bo Jin 0001","Yue Qu",2
"Kun Kuang","Bo Li 0064",2
"Peng Cui 0001","Bo Li 0064",2
"Ruoxuan Xiong","Bo Li 0064",2
"Susan Athey","Bo Li 0064",2
"Bo Li","Hosein Nourani",2
"Bo Li","Le Jia",2
"Bo Li","Omid Sarbishei",2
"Bo Li","Tristan Glatard",2
"Chenxiao Jin","Bo Liu",2
"Bo Liu","Juan Qin",2
"Bo Liu","Wei Qi",2
"Bo Qiao","Dongmei Zhang",2
"Hongyu Zhang 0002","Bo Qiao",2
"Jian-Guang Lou","Bo Qiao",2
"Kaixin Sui","Bo Qiao",2
"Qingwei Lin","Bo Qiao",2
"Weichen Ke","Bo Qiao",2
"Yong Xu","Bo Qiao",2
"Ziyi Zhou","Bo Qiao",2
"Chuqi Lei","Bo Song",2
"Bo Song","Congfu Xu",2
"Bo Song","Erjia Yan",2
"Jianliang Gao","Bo Song",2
"Ling Tian","Bo Song",2
"Bo Song","Wei Quan",2
"Bo Song","Xiaohua Hu 0001",2
"Bo Song","Xin Yang",2
"Xinli Yu","Bo Song",2
"Bo Song","Yi Cao",2
"Yuan Ling","Bo Song",4
"Zheng Chen 0010","Bo Song",4
"Bo Tang 0016","Chuan Yang",2
"Bo Tang 0016","Jian Zeng",2
"Bo Tang 0016","Long Xiang",2
"Bo Tang","Hongyin Tang",2
"Robiul Hossain Md. Rafi","Bo Tang",2
"Bo Tang","Suvash Sharma",2
"Bo Tang","Tingjian Ge",2
"Bo Tang","Xinzhou Dong",2
"Daorui Xiao","Bo Wu",2
"Bo Wu","Kaipeng Liu",2
"Su Yan","Bo Wu",2
"Tianshu Wu","Bo Wu",2
"Wei Lin","Bo Wu",2
"Xu Zheng","Bo Wu",2
"Bo Xu","Deqing Yang",2
"Bo Xu","Luyang Huang",2
"Bo Xu","Wei Wang 0009",2
"Bo Xu","Yanghua Xiao",2
"Bo Xu","Zheng Luo",2
"Bo Zhao 0016","Hai Jin 0001",2
"Bo Zhao 0016","Hao Zhao",2
"Hong Huang 0001","Bo Zhao 0016",2
"Bo Zhao 0016","Xiaoming Fu 0001",2
"Bo Zhao 0016","Xiaoming Yao",2
"Bo Zhao 0016","Xinggang Wang",2
"Bo Zhao 0016","Zhenxuan Wang",2
"Bo Zhao 0016","Zhou Zhuang",2
"Bo Zhao","Burkay Orten",2
"Bo Zhao","John Egan",2
"Bo Zhao","Koichiro Narita",2
"Charu C. Aggarwal","Bo Zong",2
"Cheng Zheng","Bo Zong",2
"Dongjin Song","Bo Zong",2
"Bo Zong","Guofei Jiang",2
"Bo Zong","Haifeng Chen",4
"Bo Zong","Hui Zhang",2
"Bo Zong","Lu-An Tang",2
"Qi Song","Bo Zong",2
"Wei Cheng 0002","Bo Zong",2
"Bo Zong","Wei Wang 0010",2
"Wenchao Yu","Bo Zong",2
"Bo Zong","Yinghui Wu",2
"Bob van de Velde","Evangelos Kanoulas",2
"Jasper Linmans","Bob van de Velde",2
"Bob Vanderheyden","Ying Xie",2
"Hongmei Chi","Bobby C. Granville",2
"Temilola Aderibigbe","Bobby C. Granville",2
"Guorui Zhou","Bochao Liu",2
"Bochao Liu","Haoyu Liu",2
"Huiming Yi","Bochao Liu",2
"Keyu Chen","Bochao Liu",2
"Bochao Liu","Kun Gai",2
"Liqin Zhao","Bochao Liu",2
"Bochao Liu","Peng Sun",2
"Bochao Liu","Pengtao Yi",2
"Shuying Liu","Bochao Liu",2
"Bochao Liu","Sui Huang",2
"Tiezheng Ge","Bochao Liu",2
"Bochao Liu","Xiaoqiang Zhu",2
"Bochao Liu","Yu Zhang",2
"Zelin Hu","Bochao Liu",2
"Bochao Liu","Zhiqiang Zhang 0011",2
"Christoph Reinders","Bodo Rosenhahn",2
"Florian Kluger","Bodo Rosenhahn",2
"Hanno Ackermann","Bodo Rosenhahn",2
"Kevin Raetz","Bodo Rosenhahn",2
"Philipp Schelske","Bodo Rosenhahn",2
"Sajedul Rahim Talukder","Bogdan Carbunar",2
"Irena Holubová","Bogdan Cautis",2
"Jiaheng Lu","Bogdan Cautis",2
"Bogdan Hoanca","Christina McDowell Marinchak",2
"Bogdan Hoanca","Edward Forrest",2
"David Liben-Nowell","Bogdan State",2
"Jon M. Kleinberg","Bogdan State",2
"Jure Leskovec","Bogdan State",2
"Justin Cheng","Bogdan State",2
"Bogdan State","Karthik Subbian",2
"Bogdan State","Lada A. Adamic",2
"Chris G. Willcocks","Boguslaw Obara",2
"Fady Medhat","Boguslaw Obara",2
"Boguslaw Obara","Georgios Theodoropoulos 0001",6
"Boguslaw Obara","Ibad Kureshi",4
"John Brennan","Boguslaw Obara",2
"Mahnaz Mohammadi","Boguslaw Obara",2
"Pedro Cárdenas","Boguslaw Obara",2
"Peter Matthews","Boguslaw Obara",2
"Sardar F. Jaf","Boguslaw Obara",2
"Stephen Bonner","Boguslaw Obara",2
"Toby P. Breckon","Boguslaw Obara",2
"Chun-Ta Lu","Bokai Cao",2
"Hao Ding","Bokai Cao",2
"Ji Wang 0002","Bokai Cao",2
"Jianguo Zhang 0005","Bokai Cao",2
"Lifang He 0001","Bokai Cao",2
"Bokai Cao","Philip S. Yu",4
"Weidong Bao","Bokai Cao",2
"Xiaomin Zhu 0001","Bokai Cao",2
"Bokyoon Na","Geoffrey C. Fox",2
"Chenglin Miao","Bolin Ding",2
"Jing Gao 0004","Bolin Ding",2
"Bolin Ding","Kui Ren 0001",2
"Lu Su","Bolin Ding",2
"Qi Li 0012","Bolin Ding",2
"Yaliang Li","Bolin Ding",2
"Bolin Ding","Zhan Qin",2
"Bolong Zheng","Kai Zheng 0001",2
"Bolong Zheng","Quoc Viet Hung Nguyen",2
"Shuo Shang","Bolong Zheng",2
"Yan Zhao 0008","Bolong Zheng",2
"Yu Wang","Bolong Zheng",2
"Ian Perera","Bonnie J. Dorr",2
"Jena D. Hwang","Bonnie J. Dorr",2
"Kevin Bayas","Bonnie J. Dorr",2
"Bonnie J. Dorr","Yorick Wilks",2
"Edward Raff","Booz Allen Hamilton",4
"Booz Allen Hamilton","Jared Sylvester",2
"Booz Allen Hamilton","Mark McLean",2
"Boris Kovalerchuk","Nathan Neuhaus",2
"Boris Motik","Egor V. Kostylev",2
"Giorgio Stefanoni","Boris Motik",2
"Boris Perez","César Figueroa",2
"Daniel de Roux","Boris Perez",2
"Boris Perez","María-Del-Pilar Villamil",2
"Boris Sharchilev","Denis Ozornin",2
"Boris Sharchilev","Maarten de Rijke",2
"Boris Sharchilev","Michael Roizner",2
"Boris Sharchilev","Pavel Serdyukov",2
"Borja Diez","Borja Calvo",2
"Jon Vadillo","Borja Calvo",2
"Kevin Villalobos","Borja Calvo",2
"Jon Vadillo","Borja Diez",2
"Borja Diez","José Miguel Blanco",2
"Kevin Villalobos","Borja Diez",4
"Botao Peng","Panagiota Fatourou",2
"Botao Peng","Themis Palpanas",2
"Evgeny Krivosheev","Boualem Benatallah",2
"Fabio Casati","Boualem Benatallah",2
"Bowen Du","Qian Tao",2
"Bowen Du","Wenjun Zhou 0001",2
"Bowen Du","Yongxin Tong",2
"Bowen Du","Zimu Zhou",2
"Haipei Sun","Boxiang Dong",2
"Manish Puri","Boxiang Dong",2
"Boxiang Dong","Ting Yu",2
"Boxiang Dong","Wendy Hui Wang",2
"Boxiang Dong","Zhan Qin",2
"Boxin Du","Hanghang Tong",2
"Boyan Kolev","Dennis E. Shasha",2
"Djamel Edine Yagoubi","Boyan Kolev",2
"Boyan Kolev","Esther Pacitti",2
"Florent Masseglia","Boyan Kolev",2
"Oleksandra Levchenko","Boyan Kolev",4
"Boyan Kolev","Patrick Valduriez",2
"Boyan Kolev","Pavlos Kranas",2
"Reza Akbarinia","Boyan Kolev",2
"Boyan Kolev","Ricardo Jiménez-Peris",2
"Boyan Kolev","Ricardo Vilaça",2
"Boyan Kolev","Rui C. Gonçalves",2
"Linda Reijnhoudt","Boyan Simeonov",2
"Mike Bryant","Boyan Simeonov",2
"Sajal K. Das 0001","Boyana Norris",2
"Sanjukta Bhowmick","Boyana Norris",2
"Sara Riazi","Boyana Norris",2
"Sriram Srinivasan 0001","Boyana Norris",2
"Boyang Liu","Jiayu Zhou",2
"Boyang Liu","Pang-Ning Tan",2
"Boyo Chen","Buo-Fu Chen",2
"Boyo Chen","Hsuan-Tien Lin",2
"Hailu Xu","Boyuan Guan",2
"Boyuan Guan","Liting Hu",2
"Boyuan Guan","Pinchao Liu",2
"Boyuan Guan","William Escudero",2
"Gilad Katz","Bracha Shapira",2
"Bracha Shapira","Lior Rokach",2
"Roman Vainshtein","Bracha Shapira",2
"Daniel M. Romero","Bradley E. Iott",2
"Deahan Yu","Bradley E. Iott",2
"Iris N. Gomez-Lopez","Bradley E. Iott",2
"Jin Xiu Lu","Bradley E. Iott",2
"Bradley E. Iott","Philippa Clarke",2
"Bradley E. Iott","Robert Goodspeed",2
"Bradley E. Iott","Tiffany C. Veinot",2
"V. G. Vinod Vydiswaran","Bradley E. Iott",2
"Bradley E. Iott","Veronica J. Berrocal",2
"Xinyan Zhao","Bradley E. Iott",2
"Bradley W. Settlemyer","David Richard Montoya",2
"Devesh Tiwari","Bradley W. Settlemyer",2
"Hsing-Bung Chen","Bradley W. Settlemyer",2
"Jacob Hochstetler","Bradley W. Settlemyer",2
"Shuwen Liang","Bradley W. Settlemyer",2
"Song Fu","Bradley W. Settlemyer",2
"Song Huang","Bradley W. Settlemyer",2
"Weisong Shi","Bradley W. Settlemyer",2
"Zhi Qiao","Bradley W. Settlemyer",2
"Brandon Perry","David Cameron",2
"Evgeny Kharlamov","Brandon Perry",2
"Francisco Martín-Recuerda","Brandon Perry",2
"Brandon Perry","Roar Fjellheim",2
"Charles Chen","Branislav Kveton",2
"Eunyee Koh","Branislav Kveton",2
"Branislav Kveton","Hoa T. Vu",2
"Hung Bui","Branislav Kveton",2
"Branislav Kveton","Razvan C. Bunescu",2
"Ryan A. Rossi","Branislav Kveton",2
"Branislav Kveton","S. Muthukrishnan",4
"Shuai Li 0010","Branislav Kveton",2
"Sungchul Kim","Branislav Kveton",2
"Branislav Kveton","Vishwa Vinay",2
"Yasin Abbasi-Yadkori","Branislav Kveton",2
"Branislav Kveton","Yikun Xian",2
"Branislav Kveton","Zheng Wen",2
"Brennan Ringel","Brendan Armstrong",2
"Eric Zielonka","Brendan Armstrong",2
"Brendan Armstrong","Jason Snouffer",2
"Brendan Armstrong","Jean Kirschner",2
"Brendan Armstrong","Kimberly Davis",2
"Matthew Schofield","Brendan Armstrong",2
"Brendan Armstrong","Shen-Shyang Ho",2
"Brennan Cain","Dustin Richmond",2
"Brennan Cain","Indira Avendano",2
"Brennan Cain","Ryan Kastner",2
"Brennan Cain","Zain Merchant",2
"Eric Zielonka","Brennan Ringel",2
"Brennan Ringel","Jason Snouffer",2
"Brennan Ringel","Jean Kirschner",2
"Brennan Ringel","Kimberly Davis",2
"Matthew Schofield","Brennan Ringel",2
"Brennan Ringel","Shen-Shyang Ho",2
"Eytan Adar","Brent J. Hecht",4
"Joshua Ford","Brent J. Hecht",2
"Shiqing He","Brent J. Hecht",2
"Brett Wujek","Joshua Griffin",2
"Oleg Golovidov","Brett Wujek",2
"Patrick Koch","Brett Wujek",2
"Steven Gardner","Brett Wujek",2
"Brett Wujek","Yan Xu",2
"Claudia Flores-Saviaga","Brian C. Keegan",2
"Brian C. Keegan","Saiph Savage",2
"Ovidiu Dan","Brian D. Davison 0001",2
"Vaibhav Parikh","Brian D. Davison 0001",2
"Brian Isle","Tyler Smith",2
"Michael Peran","Brian Johnston",2
"Brian Johnston","Pankaj Srivastava",2
"Shanshan Zhang","Brian L. Egleston",2
"Brian L. Egleston","Slobodan Vucetic",2
"Tian Bai","Brian L. Egleston",2
"Chao Zhang 0014","Brian M. Sadler",4
"Dongming Lei","Brian M. Sadler",2
"Fangbo Tao","Brian M. Sadler",2
"Jiaming Shen","Brian M. Sadler",4
"Brian M. Sadler","Jiawei Han 0001",4
"Meng Jiang 0001","Brian M. Sadler",2
"Michelle T. Vanni","Brian M. Sadler",2
"Brian M. Sadler","Michelle Vanni",2
"Xiang Ren 0001","Brian M. Sadler",2
"Xiusi Chen","Brian M. Sadler",2
"Zeqiu Wu","Brian M. Sadler",2
"Brian Mayer","Miao Song 0007",2
"Brian Mayer","Michael Mollenhauer",2
"Brian Mayer","Mohammad Raihanul Islam",2
"Brian Mayer","Naren Ramakrishnan",2
"Brian Mayer","Sanket Lokegaonkar",2
"Sujay Yadawadkar","Brian Mayer",2
"Brian McCarthy","Brian Zylich",2
"Brian McCarthy","Elke A. Rundensteiner",2
"Brian McCarthy","Huy Quoc Tran",2
"Brian McCarthy","Lane Harrison",2
"Brian McCarthy","Sanjay K. Sahoo",2
"Brian McCarthy","Suranjan De",2
"Tabassum Kakar","Brian McCarthy",2
"Xiao Qin 0003","Brian McCarthy",2
"Brian Zylich","Elke A. Rundensteiner",2
"Huy Quoc Tran","Brian Zylich",2
"Brian Zylich","Lane Harrison",2
"Brian Zylich","Sanjay K. Sahoo",2
"Brian Zylich","Suranjan De",2
"Tabassum Kakar","Brian Zylich",2
"Xiao Qin 0003","Brian Zylich",2
"Mariam Tagmouti","Brigitte Jaumard",2
"Monika Sharma","Brigitte Jaumard",2
"Tristan Glatard","Brigitte Jaumard",2
"Brit Youngmann","David Arkadir",2
"Brit Youngmann","Elad Yom-Tov",4
"Brit Youngmann","Gal Zeevi",2
"Liron I. Allerhand","Brit Youngmann",2
"Shay Gershtein","Brit Youngmann",2
"Tova Milo","Brit Youngmann",2
"Harsh Nilesh Pathak","Brooke Cowan",2
"Shervin Minaee","Brooke Cowan",2
"Xinxin Li","Brooke Cowan",2
"Maksim Koptelov","Bruno Crémilleux",2
"Pascal Bonnet","Bruno Crémilleux",2
"Ronan Bureau","Bruno Crémilleux",2
"Bruno Crispo","Engin Kirda",2
"Sajjad Arshad","Bruno Crispo",2
"Seyed Ali Mirheidari","Bruno Crispo",2
"Tobias Lauinger","Bruno Crispo",2
"Bruno Crispo","William K. Robertson",2
"Guangyu Li","Bruno Ribeiro 0001",2
"Bruno Ribeiro 0001","Hao Ding",2
"Yong Liu 0013","Bruno Ribeiro 0001",2
"Calvin S. H. Hoi","Bryan H. Wodi",2
"Carson K. Leung","Bryan H. Wodi",2
"Bryan Hooi","Christos Faloutsos",2
"Bryan Hooi","Dhivya Eswaran",2
"Bryan Hooi","Larry T. Pileggi",2
"Bryan Hooi","Leman Akoglu",2
"Bryan Hooi","Marko Jereminov",2
"Haochen Chen","Bryan Perozzi",2
"Bryan Perozzi","Muhao Chen",2
"Bryan Perozzi","Steven Skiena",2
"Xiaofei Sun","Bryan Perozzi",2
"Yingtao Tian","Bryan Perozzi",2
"Bryan Tower","Christopher M. White",2
"Bryan Tower","Darren Edge",2
"Bryan Tower","Duane Hadfield",2
"Jonathan Larson","Bryan Tower",2
"Jin Cho","Bryce Enevoldson",2
"Kathryn Rouse","Bryce Enevoldson",2
"Keith Hollingsworth","Bryce Enevoldson",2
"Mina Sartipi","Bryce Enevoldson",2
"Sevin Sozer","Bryce Enevoldson",2
"Bud Mishra","Daniele Ramazzotti",2
"Francesco Bonchi","Bud Mishra",2
"Francesco Gullo","Bud Mishra",2
"Buo-Fu Chen","Hsuan-Tien Lin",2
"Burak Kolukisa","Burcu Bakir-Gungor",2
"Burak Kolukisa","Gokhan Goy",2
"Burak Kolukisa","Hilal Hacilar",2
"Burak Kolukisa","Mustafa Kus",2
"Burak Kolukisa","Vehbi Cagri Gungor",2
"Gokhan Goy","Burcu Bakir-Gungor",2
"Hilal Hacilar","Burcu Bakir-Gungor",2
"Mustafa Kus","Burcu Bakir-Gungor",2
"Burcu Bakir-Gungor","Vehbi Cagri Gungor",2
"Burkay Orten","John Egan",2
"Koichiro Narita","Burkay Orten",2
"Buyue Qian","Ian Davidson",2
"Zilong Bai","Buyue Qian",2
"Byron J. Gao","Jose A. Lopez",2
"Jose Antonio Martinez Torres","Byron J. Gao",2
"Byung H. Park","Christian Engelmann",2
"Rizwan A. Ashraf","Byung H. Park",2
"Yawei Hui","Byung H. Park",2
"Christos Faloutsos","Byungju Kim",2
"Dongha Lee","Byungju Kim",2
"Byungju Kim","Hwanjo Yu",2
"Jinoh Oh","Byungju Kim",2
"Byungkook Oh","Kyong-Ho Lee",2
"Byungkook Oh","Seungmin Seo",2
"Dinesh Singh 0001","C. Krishna Mohan",2
"Jian Wu 0006","C. Lee Giles",2
"Jianyu Mao","C. Lee Giles",2
"Shaurya Rohatgi","C. Lee Giles",2
"Dana Ron","C. Seshadhri",2
"Shweta Jain 0003","C. Seshadhri",2
"Talya Eden","C. Seshadhri",2
"Daniel de Roux","César Figueroa",2
"María-Del-Pilar Villamil","César Figueroa",2
"Daniel de Oliveira 0001","Caetano Traina Jr.",2
"Gustavo Blanco","Caetano Traina Jr.",2
"Lucio F. D. Santos","Caetano Traina Jr.",2
"Caetano Traina Jr.","Marcos V. N. Bedo",2
"Gungor Polatkan","Cagri Ozcaglar",2
"Hakan Inan","Cagri Ozcaglar",2
"Cagri Ozcaglar","Krishnaram Kenthapadi",2
"Qi Guo","Cagri Ozcaglar",2
"Rohan Ramanath","Cagri Ozcaglar",2
"Cagri Ozcaglar","Sahin Cem Geyik",2
"Cagri Ozcaglar","Xianren Wu",2
"Caitlin Gray","Giang T. Nguyen 0003",2
"Caitlin Gray","Lewis Mitchell",2
"Caitlin Gray","Nigel G. Bean",2
"Peter Mathews","Caitlin Gray",2
"Caitlin Kuhlman","Diana Doherty",2
"Caitlin Kuhlman","Elke A. Rundensteiner",2
"Caitlin Kuhlman","Goutham Deva",2
"Caitlin Kuhlman","Lane Harrison",2
"Caitlin Kuhlman","Malika Nurbekova",2
"Caitlin Kuhlman","MaryAnn Van Valkenburg",2
"Caitlin Kuhlman","Zarni Phyo",2
"Caitlin N. Dreisbach","Jessica Keim-Malpass",2
"Caitlin N. Dreisbach","Laura E. Barnes",2
"Carson K. Leung","Calvin S. H. Hoi",2
"Cameron Musco","Charalampos E. Tsourakakis",2
"Cameron Musco","Christopher Musco",2
"Can Chen","Changying Du",2
"Chen Zhang","Can Chen",2
"Can Chen","Hao Wang 0005",2
"Can Chen","Hongzhi Yin",2
"Yijun Wang","Can Chen",2
"Dhanya Jothimani","Can Kavaklioglu",4
"Savas Yildirim","Can Kavaklioglu",2
"Chun Chen 0001","Can Wang 0001",2
"Hongxia Yang","Can Wang 0001",4
"Jiajun Bu","Can Wang 0001",4
"Jianwei Zhang","Can Wang 0001",2
"Jiawei Chen 0007","Can Wang 0001",2
