"from","to","weight"
"Jianwei Niu 0002","Xuefeng Liu",2
"Jianwei Zhang","Jie Tang 0001",2
"Jianwei Zhang","Jingren Zhou",2
"Xu Zou","Jianwei Zhang",2
"Yukuo Cen","Jianwei Zhang",2
"Katarzyna Musial","Jianwu Dang",2
"Mengquan Liu","Jianwu Dang",2
"Xiaobao Wang","Jianwu Dang",2
"Jing Li","Jianwu Wang",2
"Matthias K. Gobbert","Jianwu Wang",2
"Pei Guo","Jianwu Wang",2
"Wanghu Chen","Jianwu Wang",2
"Yan Tang","Jianwu Wang",2
"Yang Liu","Jianwu Wang",2
"Yangqiu Song","Jianxin Li 0002",2
"Yu He","Jianxin Li 0002",2
"Jingyu Wang 0001","Jianxin Liao",2
"Lingxin Zhang","Jianxin Liao",2
"Qi Qi 0001","Jianxin Liao",2
"Ke Tu","Jianxin Ma",2
"Jianxin Ma","Peng Cui 0001",2
"Jianxin Ma","Wenwu Zhu 0001",2
"Tian Gao","Jianxin Sun",2
"Jianxin Sun","Yu Pan",2
"Jianxin Sun","Yufeng Ge",2
"Jianxin Sun","Yusong Li",2
"Jianxun Lian","Xing Xie 0001",2
"Jianxun Lian","Yong Li 0008",2
"Jianxun Lian","Yujian Xu",2
"Jianxun Lian","Zhenyu Han",2
"Jianye Hao","Jun Wang 0012",2
"Junqi Jin","Jianye Hao",2
"Jianye Hao","Kun Gai",2
"Jianye Hao","Weinan Zhang 0001",2
"Weixun Wang","Jianye Hao",2
"Jianye Hao","Xiaotian Hao",2
"Jianye Hao","Yixi Wang",2
"Jianzhong Qi 0001","Rui Zhang 0003",2
"Yunxiang Zhao","Jianzhong Qi 0001",2
"Jiao Su","Lujia Pan",2
"Jiao Su","Pengyun Wang",2
"Zhichao Han","Jiao Su",2
"Liang Wang","Jiaoyan Chen",2
"Jiaoyan Chen","Wei Zhang 0127",2
"Wen Zhang 0015","Jiaoyan Chen",2
"Yongjnu Li","Jiaqi Yang",2
"Jiarui Jin","Jieping Ye",4
"Jiarui Jin","Jun Wang 0012",2
"Ming Zhou","Jiarui Jin",4
"Jiarui Jin","Minne Li",2
"Jiarui Jin","Weinan Zhang 0001",4
"Jiarui Jin","Xiaocheng Tang",2
"Jiarui Jin","Yan Jiao",4
"Jiarui Jin","Yong Yu 0001",2
"Jiarui Jin","Zhiwei Qin",4
"Jiarui Jin","Zilong Guo",2
"Kan Ren","Jiarui Qin",2
"Jiarui Qin","Lei Zheng",2
"Jiarui Qin","Weinan Zhang 0001",2
"Jiarui Qin","Yong Yu 0001",2
"Jiarui Qin","Zhengyu Yang",2
"Jiashu Zhao","Nitesh V. Chawla",4
"Xian Wu","Jiashu Zhao",4
"Xuchao Zhang","Jiashu Zhao",2
"Jiawei Chen 0007","Qihao Shi",2
"Jiawei Chen 0007","Sheng Zhou",2
"Jiawei Chen 0007","Yan Feng",2
"Jinfeng Xiao","Jiawei Han 0001",2
"Jingbo Shang","Jiawei Han 0001",2
"Jinyang Li 0004","Jiawei Han 0001",2
"Lingrui Gan","Jiawei Han 0001",2
"Liyuan Liu","Jiawei Han 0001",2
"Lu Su","Jiawei Han 0001",2
"Matthew Walker","Jiawei Han 0001",2
"Myunghwan Kim 0002","Jiawei Han 0001",2
"Naijing Zhang","Jiawei Han 0001",2
"Qi Zhu 0008","Jiawei Han 0001",4
"Shaohan Hu","Jiawei Han 0001",2
"Shengzhong Liu","Jiawei Han 0001",2
"Shuochao Yao","Jiawei Han 0001",2
"Jiawei Han 0001","Tarek F. Abdelzaher",2
"Tianshi Wang","Jiawei Han 0001",2
"Tomás Mikolov","Jiawei Han 0001",2
"Wenjun Jiang","Jiawei Han 0001",2
"Xiang Ren 0001","Jiawei Han 0001",2
"Xinwei He","Jiawei Han 0001",2
"Yiran Zhao","Jiawei Han 0001",2
"Yu Shi","Jiawei Han 0001",2
"Yuchen Li","Jiawei Han 0001",2
"Zhengzhi Lou","Jiawei Han 0001",2
"Zongyi Wang","Jiawei Han 0001",2
"Mengwei Xu","Jiawei Liu",2
"Jiawei Liu","Xuanzhe Liu",2
"Jiawei Liu","Yuanqiang Liu",2
"Jiawei Liu","Yunxin Liu",2
"Songshan Yang","Jiawei Wen",2
"Jiawei Wen","Xiang Zhan",2
"Jiawei Zhang 0001","Jiayu Han",2
"Jiyang Bai","Jiawei Zhang 0001",2
"Lei Zheng 0001","Jiawei Zhang 0001",2
"Lin Meng","Jiawei Zhang 0001",2
"Jiawei Zhang 0001","Philip S. Yu",4
"Yanfang Ye","Jiawei Zhang 0001",2
"Zhiwei Liu","Jiawei Zhang 0001",2
"Jiawei Zhang","Yangyong Zhu",2
"Yizhu Jiao","Jiawei Zhang",2
"Yun Xiong","Jiawei Zhang",2
"Jiaxi Tang","Minmin Chen",2
"Jiaxi Tang","Sagar Jain",2
"Jiaxiang Ren","Pengwei Wang",2
"Jiaxiang Ren","Ruoming Jin",2
"Jiaxiang Ren","Sixing Wu",2
"Yang Zhou 0001","Jiaxiang Ren",2
"Jiaxiang Ren","Zijie Zhang",2
"Qiang Fu","Jiaxin Gu",2
"Jiaxin Gu","Xin Guo 0003",2
"Yufan Zhuang","Jiaxin Gu",2
"Jiaxin Gu","Yushu Zhu",2
"Mai H. Nguyen","Jiaxin Li",2
"Jiaxin Mao","Jun Xu 0001",2
"Junqi Zhang","Jiaxin Mao",2
"Jiaxin Mao","Maarten de Rijke",4
"Jiaxin Mao","Mark Sanderson",2
"Mengyang Liu","Jiaxin Mao",2
"Jiaxin Mao","Min Zhang 0006",10
"Jiaxin Mao","Qi Tian",2
"Jiaxin Mao","Qingyao Ai",2
"Jiaxin Mao","Ruizhe Zhang 0005",2
"Jiaxin Mao","Sargol Sadeghi",2
"Jiaxin Mao","Shaoping Ma",10
"Xiaohui Xie","Jiaxin Mao",4
"Jiaxin Mao","Yiqun Liu 0001",10
"Jiaxin Mao","Yufei Huang",2
"Jiaxin Mao","Yunqiu Shao",2
"Jiaxin Mao","Zixin Ye",2
"Jing Li 0034","Jiaxin Pei",2
"Xiangyang Luo","Jiaxin Pei",2
"Jiaxin Ren","Shangsong Liang",2
"Teng Xiao","Jiaxin Ren",2
"Jiaxin Ren","Zaiqiao Meng",2
"Jiaxing Shen","Xuefeng Liu",2
"Lixin Zou","Jiaxing Song",2
"Long Xia","Jiaxing Song",2
"Jiaxing Song","Weidong Liu 0001",2
"Zhuoye Ding","Jiaxing Song",2
"Jiaxuan You","Jure Leskovec",2
"Jiaxuan You","Pong Eksombatchai",2
"Jiaxuan You","Yichen Wang 0001",2
"Jiayi Liu","Mohak Shah",2
"Jiayi Liu","Pan Zhou",2
"Jiayi Liu","Samarth Tripathi",2
"Jiayi Liu","Unmesh Kurup",2
"Wei Wei 0002","Jiayi Liu",2
"Jiayi Liu","Xianling Mao",2
"Jiayi Liu","Yuchong Hu",2
"Junkun Peng","Jiayi Zhu",8
"Pin Ni","Jiayi Zhu",8
"Jiayi Zhu","Xuming Bai",8
"Jiayi Zhu","Yuming Li",8
"Jiayi Zhu","Zhenjin Dai",8
"Lei Zheng 0001","Jiayu Han",2
"Jiayu Han","Philip S. Yu",2
"Zhiwei Liu","Jiayu Han",2
"Jiayu Li","Judy Qiu",2
"Langshi Chen","Jiayu Li",2
"Jiayu Li","Madhav Marathe",2
"Jiayu Li","Ruslan Israfilov",2
"Jiayu Zhou","Li-Wei H. Lehman",2
"Jiayu Zhou","Panos Kalnis",2
"Peilin Zhao","Jiayu Zhou",2
"Peng Han","Jiayu Zhou",2
"Peng Yang","Jiayu Zhou",2
"Shuo Shang","Jiayu Zhou",2
"Xi Sheryl Zhang","Jiayu Zhou",2
"Jiayu Zhou","Xin Gao 0001",2
"Yong Liu 0020","Jiayu Zhou",2
"Kaifu Jin","Jiayuan Zhang",2
"Xi Zhang","Jiayuan Zhang",2
"Jiayun Zhang","Pan Hui 0001",2
"Jiayun Zhang","Qi Li 0002",2
"Qingyuan Gong","Jiayun Zhang",2
"Jiayun Zhang","Xin Wang 0003",2
"Jiayun Zhang","Yang Chen 0001",2
"Jiayun Zhang","Yu Xiao 0001",2
"Kuldeep R. Kurte","Jibonananda Sanyal",2
"Melissa Allen-Dumas","Jibonananda Sanyal",2
"Piljae Im","Jibonananda Sanyal",2
"Jidong Yuan","Qianhong Lin",2
"Jidong Yuan","Wei Zhang",2
"Jidong Yuan","Zhihai Wang",2
"Jie Bao 0003","Weinan Zhang 0001",2
"Jie Bao 0003","Yong Yu 0001",2
"Jie Bao 0003","Yu Zheng 0004",2
"Zheyi Pan","Jie Bao 0003",2
"Yaqiang Yao","Jie Cao 0001",2
"Xiaoxiao Wang","Jie Chuai",2
"Jie Chuai","Xin Liu 0002",2
"Xueying Guo","Jie Chuai",2
"Jie Chuai","Zhitang Chen",2
"Juanzhen Sun","Jie Dai",2
"Lei Han","Jie Dai",2
"Wei Zhang 0069","Jie Dai",2
"Jie Ding 0002","Vahid Tarokh",2
"Jie Feng 0002","Kai Xu",2
"Jie Feng 0002","Mingyang Zhang 0004",2
"Xinshi Zang","Jie Feng 0002",2
"Jie Feng 0002","Yong Li 0008",4
"Yuanhao Xiong","Jie Feng 0002",2
"Jie Feng 0002","Zeyu Yang",2
"Jie Feng 0002","Zhenhui Li",2
"Jie Gong","Manish Parashar",2
"Xuan Hu","Jie Gong",2
"Jie Hou","Liang Yang 0003",2
"Teng Guo","Jie Hou",2
"Jie Hou","Zhitao Feng",2
"Jie Huang 0009","Xin Liu 0039",2
"Jie Huang 0009","Yangqiu Song",2
"Jie Li","Jon Hass",2
"Ngan Nguyen","Jie Li",2
"Jie Li","Tommy Dang",2
"Jie Liu 0007","Na Li",2
"Jie Liu 0007","Yalou Huang",2
"Zhicheng He","Jie Liu 0007",2
"Vung Pham","Jie Li",2
"Jie Li","Yong Chen",2
"Kan Li","Jie Lu 0001",2
"Mahardhika Pratama","Jie Lu 0001",2
"Marcus de Carvalho","Jie Lu 0001",2
"Renchunzi Xie","Jie Lu 0001",2
"Ruiping Yin","Jie Lu 0001",2
"Jie Lu 0001","Tianrui Li",2
"Jie Lu 0001","Yu Zheng 0004",2
"Jie Lu 0001","Zheng Yan 0001",2
"Lampros Kourtis","Jie Shen",2
"Luca Foschini","Jie Shen",2
"Jie Shen","Marc Sunga",2
"Melissa Pugh","Jie Shen",2
"Nikki Marinsek","Jie Shen",2
"Richard Chen","Jie Shen",2
"Jie Shen","Roy Yaari",2
"Jie Shen","Vera Maljkovic",2
"Jie Sui","Liang Hu",2
"Jie Sui","Wei Gong",2
"Yixuan Chen 0003","Jie Sui",2
"Jie Tang 0001","Jie Zhang",2
"Jiezhong Qiu","Jie Tang 0001",2
"Jingren Zhou","Jie Tang 0001",6
"Jundong Li","Jie Tang 0001",2
"Junyang Lin","Jie Tang 0001",2
"Jie Tang 0001","Kuansan Wang",4
"Le Song","Jie Tang 0001",2
"Jie Tang 0001","Peiran Yao",2
"Peng Cui 0001","Jie Tang 0001",2
"Qibin Chen","Jie Tang 0001",2
"Jie Tang 0001","Qixia Jiang",2
"Jie Tang 0001","Rui Li",2
"Jie Tang 0001","Tracy Xiao Liu",2
"Jie Tang 0001","Wenwu Zhu 0001",2
"Xiao Huang 0001","Jie Tang 0001",2
"Xiao Liu","Jie Tang 0001",2
"Jie Tang 0001","Xiaotao Gu",2
"Xiaowei Wang","Jie Tang 0001",2
"Xichen Ding","Jie Tang 0001",2
"Xu Zou","Jie Tang 0001",2
"Jie Tang 0001","Yan Wang",2
"Jie Tang 0001","Yaping Zhang",2
"Yichang Zhang","Jie Tang 0001",2
"Yukuo Cen","Jie Tang 0001",2
"Jie Tang 0001","Yuxiao Dong",6
"Zhengxiao Du","Jie Tang 0001",2
"Mao Yang","Jie Tong",2
"Jie Tong","Qi Zhang",2
"Tony Xing","Jie Tong",2
"Xiaoyu Kou","Jie Tong",2
"Yujing Wang","Jie Tong",2
"Weiguang Chen","Jie Wu 0001",2
"Wenjun Jiang","Jie Wu 0001",2
"Xueqi Li","Jie Wu 0001",2
"Jie Xu 0007","Kai Zheng 0001",2
"Tianyu Wo","Jie Xu 0007",2
"Yuandong Wang","Jie Xu 0007",2
"Natalia Ostapuk","Jie Yang",2
"Jie Yang","Philippe Cudré-Mauroux",6
"Jie Yang","Yuan Lu",2
"Jie Zhang","Kuansan Wang",2
"Peiran Yao","Jie Zhang",2
"Jie Zhang","Rui Li",2
"Xiao Liu","Jie Zhang",2
"Jie Zhang","Xiaotao Gu",2
"Jie Zhang","Yan Wang",2
"Yuxiao Dong","Jie Zhang",2
"Jie Zhao","Ziyu Guan",2
"Junsan Zhang","Jie Zhu",2
"Leiquan Wang","Jie Zhu",2
"Philip S. Yu","Jie Zhu",2
"Xiaomin Wang","Jie Zhu",2
"Shuaidong Pan","Jiebo Luo",2
"Shujing Sun","Jiebo Luo",2
"Tianran Hu","Jiebo Luo",4
"Yinglong Xia","Jiebo Luo",2
"Jiehuan Luo","Qiang Qu",2
"Jiehuan Luo","Xike Xie",2
"Jiehuan Luo","Xin Cao 0001",2
"Jiejie Zhao","Leilei Sun",2
"Jiejie Zhao","Weifeng Lv",2
"Jingrui He","Jiejun Xu",2
"Jun Wu","Jiejun Xu",2
"Lihui Liu","Jiejun Xu",2
"Jiejun Xu","Ross Maciejewski",2
"Si Zhang","Jiejun Xu",2
"Jiejun Xu","Yifan Hu",2
"Nicole Immorlica","Jieming Mao",4
"Jieming Mao","Zhiwei Steven Wu",2
"Jun Wang 0012","Jieping Ye",4
"Lingyu Zhang","Jieping Ye",4
"Lulu Zhang","Jieping Ye",2
"Ming Zhou","Jieping Ye",4
"Minne Li","Jieping Ye",4
"Peng Wang","Jieping Ye",2
"Qingyang Li","Jieping Ye",2
"Tao Huang","Jieping Ye",2
"Tianshu Song","Jieping Ye",2
"Wei Ai","Jieping Ye",2
"Weinan Zhang 0001","Jieping Ye",6
"Wenjie Shang","Jieping Ye",2
"Xiaocheng Tang","Jieping Ye",4
"Yan Jiao","Jieping Ye",6
"Yan Liu 0002","Jieping Ye",2
"Yang Yu","Jieping Ye",2
"Yaodong Yang","Jieping Ye",2
"Yintai Ma","Jieping Ye",4
"Yiping Meng","Jieping Ye",2
"Yong Yu 0001","Jieping Ye",2
"Yongxin Tong","Jieping Ye",2
"Zang Li","Jieping Ye",2
"Zhaodong Wang","Jieping Ye",2
"Zhe Xu","Jieping Ye",2
"Zhenhui Jessie Li","Jieping Ye",2
"Zhiwei (Tony) Qin","Jieping Ye",6
"Zhiwei Qin","Jieping Ye",8
"Zilong Guo","Jieping Ye",2
"Zimu Zhou","Jieping Ye",2
"Jieyun Huang","Xi Zhang 0008",2
"Jiezhong Qiu","Kuansan Wang",2
"Jiezhong Qiu","Yuxiao Dong",2
"Justin Ormont","Jignesh Parmar",2
"Jignesh Parmar","Markus Weimer",2
"Matteo Interlandi","Jignesh Parmar",2
"Mikhail Bilenko","Jignesh Parmar",2
"Jignesh Parmar","Mohammad Zeeshan Siddiqui",2
"Monte Hoover","Jignesh Parmar",2
"Najeeb Kazmi","Jignesh Parmar",2
"Pete Luferenko","Jignesh Parmar",2
"Jignesh Parmar","Prabhat Roy",2
"Rogan Carr","Jignesh Parmar",2
"Saeed Amizadeh","Jignesh Parmar",2
"Scott Inglis","Jignesh Parmar",2
"Senja Filipi","Jignesh Parmar",2
"Sergiy Matusevych","Jignesh Parmar",2
"Shahab Moradi","Jignesh Parmar",2
"Jignesh Parmar","Shauheen Zahirazami",2
"Tom Finley","Jignesh Parmar",2
"Vadim Eksarevskiy","Jignesh Parmar",2
"Wei-Sheng Chin","Jignesh Parmar",2
"Xavier Dupré","Jignesh Parmar",2
"Yael Dekel","Jignesh Parmar",2
"Jignesh Parmar","Yiwen Zhu",2
"Zeeshan Ahmed","Jignesh Parmar",2
"Xiangnan Kong","Jihane Zouaoui",2
"Zhongfang Zhuang","Jihane Zouaoui",2
"Jihong Ouyang","Ximing Li",2
"Qing Li 0001","Jiliang Tang",2
"Jiliang Tang","Songfan Yang",2
"Suhang Wang","Jiliang Tang",2
"Tianqiao Liu","Jiliang Tang",2
"Tyler Derr","Jiliang Tang",2
"Wenqi Fan","Jiliang Tang",2
"Yao Ma 0001","Jiliang Tang",4
"Yi Chang 0001","Jiliang Tang",2
"Yihong Eric Zhao","Jiliang Tang",2
"Yuan He","Jiliang Tang",2
"Zhiwei Wang 0001","Jiliang Tang",2
"Jiliang Tang","Zitao Liu",2
"Jilin Chen","Li Wei",2
"Jilin Chen","Lichan Hong",2
"Jilin Chen","Lukasz Heldt",2
"Jilin Chen","Tulsee Doshi",2
"Jilin Chen","Yi Wu",2
"Jilin Chen","Zhe Zhao",2
"Jilles Vreeken","Kenji Yamanishi",2
"Sungtae An","Jimeng Sun",2
"Walter F. Stewart","Jimeng Sun",2
"Nedeljko Radulovic","Jimin Sohn",2
"Jimin Sohn","Seojeong Yu",2
"Jimin Sohn","Yeonwoo Nam",2
"Wanxian Guan","Jiming Chen",2
"Wei Ning","Jiming Chen",2
"Wei Zhao 0019","Jiming Chen",2
"Ziyu Guan","Jiming Chen",2
"Jimmy Ming-Tai Wu","Matin Pirouz",2
"Jimmy Ming-Tai Wu","Philippe Fournier-Viger",2
"Jimmy Ming-Tai Wu","Tomasz Wiktorski",2
"Jimmy Ming-Tai Wu","Tzung-Pei Hong",2
"John O'Donovan","Jin-Hee Cho",2
"Jin-Hee Cho","Sibel Adali",2
"Xujiang Zhao","Jin-Hee Cho",2
"Jin-Soo Kang","Sang-Wook Kim",2
"Jin-Young Kim","Kyunghyun Lim",2
"Jin-Young Kim","Sung-Bae Cho",2
"Jin Cho","Mina Sartipi",2
"Jin Cho","Nancy Fell",2
"Jin Cho","Zhen Hu",2
"Kunpeng Zhang","Jin Wu",2
"Ruiyang Yin","Jin Wu",2
"Ting Zhong","Jin Wu",2
"Jingbo Zhou","Jin Xu",2
"Renjun Hu","Jin Xu",2
"Shan Gou","Jin Xu",2
"Jin Xu","Ying Li",2
"Tao Zhang","Jin Zhang",2
"Jin Zhang","Weijun Ren",2
"Jinbae Im","Sehee Chung",2
"Jinbae Im","Seongwon Jang",2
"Qi Wang 0005","Jincai Huang",2
"Qing Cheng","Jincai Huang",2
"Xia Zhao","Jincai Huang",2
"Yanghe Feng","Jincai Huang",2
"Jinchi Chen","Xiaxia Wang",2
"Jinchi Chen","Yuzhong Qu",2
"Jinfei Liu","Jun Luo 0007",2
"Jinfei Liu","Li Xiong 0001",2
"Jinfei Liu","Si Zhang",2
"Jinfeng Li","John Morales",2
"Jinfeng Li","Natalie Nuno",2
"Sara Evensen","Jinfeng Li",2
"Jinfeng Li","Vivian Li",2
"Jinfeng Li","Wang-Chiew Tan",2
"Jinfeng Li","Xiaolan Wang 0001",2
"Jinfeng Li","Yuliang Li 0001",2
"Lingrui Gan","Jinfeng Xiao",2
"Zongyi Wang","Jinfeng Xiao",2
"Qiang Wu 0001","Jinfeng Yi",2
"Jinfeng Yi","Sanguthevar Rajasekaran",2
"Xingyu Cai","Jinfeng Yi",2
"Yongshun Gong","Jinfeng Yi",2
"Zhibin Li 0002","Jinfeng Yi",2
"Jinfeng Zhuang","Yu Liu",2
"Jing-Han Wu","Min-Ling Zhang",2
"Jing Ao","Paula J. Fedorka-Cray",2
"Pei-Yu Hou","Jing Ao",2
"Jing Ao","Rada Chirkova",2
"Jing Ao","Shivaramu Keelara",2
"Jing Dai","Ronghao Ni",2
"Shaohuai Shi","Jing Dai",2
"Shihao Wang","Jing Dai",2
"Wu Yu","Jing Dai",2
"Jing Dai","Xiaofeng Zhang",2
"Xiaoming Liu","Jing Dai",2
"Xiaowen Chu","Jing Dai",2
"Xin He","Jing Dai",2
"Yuxin Wang","Jing Dai",2
"Zhenheng Tang","Jing Dai",2
"Zhihao Zhao","Jing Dai",2
"Zhili Wu","Jing Dai",2
"Jing Gao 0004","Jingrui He",2
"Jing Gao 0004","Nan Du",2
"Rui Li","Jing Gao 0004",2
"Tianqi Wang","Jing Gao 0004",2
"Jing Gao 0004","Wei Fan 0001",2
"Wenjun Jiang","Jing Gao 0004",2
"Yaliang Li","Jing Gao 0004",2
"Yao Zhou","Jing Gao 0004",2
"Yufei Tian","Jing Jiang 0001",2
"Jing Li 0034","Xiangyang Luo",2
"Jing Li 0055","Jun Chang",2
"Jing Li 0055","Rong Gao",2
"Jing Liu 0024","Kisung Lee",2
"Jing Liu 0024","Noseong Park",2
"Jing Liu 0024","Yudi Chen",2
"Wanghu Chen","Jing Li",2
"Jing Li","Yang Liu",2
"Jing Ma 0004","Kam-Fai Wong",2
"Jing Ma 0004","Wei Gao 0001",2
"Jing Ma","Joyce C. Ho",2
"Jing Ma","Li Xiong 0001",2
"Jing Ma","Qiuchen Zhang",2
"Jing Ma","Xiaoqian Jiang",2
"Jing Wang 0023","Kenji Yamanishi",2
"Linchuan Xu","Jing Wang 0023",2
"Jing Wang 0023","Ryo Asaoka",2
"Taichi Kiwaki","Jing Wang 0023",2
"Yuhui Zheng","Jing Wang 0023",2
"Jingbo Shang","Liyuan Liu",2
"Jingbo Zhou","Renjun Hu",2
"Jingbo Zhou","Shan Gou",2
"Jingbo Zhou","Ying Li",2
"Jinghan Meng","Napath Pitaksirianan",2
"Jinghan Meng","Yicheng Tu",2
"Jinghong Lin","Kunfeng Lai",2
"Shunnan Xu","Jinghong Lin",2
"Weidong Guo","Jinghong Lin",2
"Jinghong Lin","Yu Xu",2
"Jinghui Guo","Latifur Khan",2
"Jinghui Guo","Rong Wu",2
"Jinghui Guo","Yang Gao 0027",2
"Jinghui Guo","Zhuoyi Wang",2
"Ruihong Qiu","Jingjing Li 0001",2
"Jingjing Li 0001","Zi Huang",2
"Junjie Hu 0001","Jingjing Liu 0001",2
"Liu Yang 0005","Jingjing Liu 0001",2
"Minghui Qiu","Jingjing Liu 0001",2
"W. Bruce Croft","Jingjing Liu 0001",2
"Xiaodong Liu","Jingjing Liu 0001",2
"Yelong Shen","Jingjing Liu 0001",2
"Xiaoju Lu","Jingjing Zheng",2
"Xiaoqin Zhang 0002","Jingjing Zheng",2
"Xiaokai Chu","Jingping Bi",2
"Xinxin Fan","Jingping Bi",2
"Zhihua Zhu","Jingping Bi",2
"Jun Huang 0007","Jingren Zhou",4
"Junyang Lin","Jingren Zhou",2
"Kunyang Jia","Jingren Zhou",2
"Long Yuan","Jingren Zhou",2
"Lu Qin","Jingren Zhou",2
"Minghui Qiu","Jingren Zhou",4
"Ninghao Liu","Jingren Zhou",2
"Qiaoyu Tan","Jingren Zhou",2
"Qibin Chen","Jingren Zhou",2
"Wenjie Zhang 0001","Jingren Zhou",2
"Jingren Zhou","Xia Hu",2
"Xiaowei Wang","Jingren Zhou",2
"Xiaoyi Zeng","Jingren Zhou",4
"Xisen Wang","Jingren Zhou",2
"Xu Zou","Jingren Zhou",2
"Xuemin Lin 0001","Jingren Zhou",2
"Xuwu Wang","Jingren Zhou",2
"Yaliang Li","Jingren Zhou",2
"Jingren Zhou","Yanghua Xiao",2
"Yichang Zhang","Jingren Zhou",2
"Yu Gong","Jingren Zhou",2
"Yuening Li","Jingren Zhou",2
"Yukuo Cen","Jingren Zhou",2
"Yuting Ye","Jingren Zhou",2
"Zhengxiao Du","Jingren Zhou",2
"Jun Wu","Jingrui He",4
"Jingrui He","Liz O'Sullivan",2
"Pei Yang 0001","Jingrui He",2
"Qi Tan","Jingrui He",2
"Jingrui He","Sam Duddy",2
"Xu Liu","Jingrui He",2
"Yao Zhou","Jingrui He",2
"Zhining Liu 0001","Jingrui He",2
"Tong Xu","Jingshuai Zhang",2
"Jingwei Ma","Liangchen Liu",2
"Jingwei Ma","Mingyang Zhong",2
"Jingwei Ma","Weitong Chen",2
"Jingwei Ma","Xue Li 0001",2
"Jingwei Ma","Yin Yang 0001",2
"Jingwei Zuo","Karine Zeitouni",2
"Jingwei Zuo","Yehia Taher",2
"Jingxuan Wen","Liping Jing",2
"Jingxuan Wen","Min Zhang",2
"Jingxuan Wen","Xiangliang Zhang 0001",2
"Jingya Wang","Kareem Abdelfatah",2
"Jingya Wang","Mohammed Korayem",2
"Jingyi Wang","Qiang Liu 0006",2
"Jingyi Wang","Shu Wu",2
"Jingyi Wang","Zhaocheng Liu",2
"Lingxin Zhang","Jingyu Wang 0001",2
"Qi Qi 0001","Jingyu Wang 0001",4
"Jingyuan Wang","Junjie Wu 0002",2
"Jingyuan Wang","Ke Tang",2
"Ning Wu","Jingyuan Wang",4
"Jingyuan Wang","Wayne Xin Zhao",4
"Jingyuan Wang","Xin Lin",2
"Jingyuan Wang","Yang Jin",2
"Jingyuan Wang","Yang Zhang 0032",2
"Jingyuan Wang","Zhang Xiong",2
"Jingyuan Zhang","Ping Li 0001",4
"Jingyuan Zhang","Ronglai Jia",2
"Weijie Zhao","Jingyuan Zhang",2
"Jingyuan Zhang","Yulei Qian",2
"Jingyue Gao","Xiting Wang",2
"Jingyue Gao","Xu Chu",2
"Jingyue Gao","Yasha Wang",2
"Jingyue Gao","Yuanduo He",2
"Jinhua Gao","Xueqi Cheng",2
"Yongqing Wang","Jinhua Gao",2
"Jinjie Gu","Jun Zhou 0011",2
"Qianyu Yu","Jinjie Gu",2
"Jinjie Gu","Shuang Yang",2
"Wenliang Zhong","Jinjie Gu",2
"Jinjie Gu","Yuan Qi 0001",2
"Yue Shen","Jinjie Gu",2
"Zhiqiang Zhang 0012","Jinjie Gu",2
"Ziqi Liu","Jinjie Gu",2
"Shiyu Ji","Jinjin Shao",2
"Jinjin Shao","Tao Yang 0009",2
"Ruiming Tang","Jinkai Yu",2
"Yingzhi Chen","Jinkai Yu",2
"Jinkai Yu","Yuzhou Zhang",2
"Peilin Wu","Jinlei Li",2
"Jinlei Li","Yan Meng",2
"Wei Quan","Jinli Zhang",2
"Jinli Zhang","Xiaohua Tony Hu",2
"Jinoh Kim","Kesheng Wu",2
"Yingying Chen 0003","Jinqiao Wang",2
"Yunze Gao","Jinqiao Wang",2
"Jinsong Guo","Tim Furche",2
"Jinsong Guo","Valter Crescenzi",2
"Min Yang 0007","Jinwen Tian",2
"Wangrong Cheng","Jinwen Tian",2
"Wei Zhao","Jinwen Tian",2
"Xiang Ao","Jinwen Tian",2
"Qiangxing Tian","Jinxin Liu",2
"Jun Zhao 0007","Jinyan Liu",2
"Jinyan Liu","Shuyu Shi",2
"Teng Wang","Jinyan Liu",2
"Jinyan Liu","Xinyu Yang",2
"Jinyan Liu","Xuebin Ren",2
"Jinyang Li 0004","Lu Su",2
"Jinyang Li 0004","Shaohan Hu",2
"Shengzhong Liu","Jinyang Li 0004",2
"Shuochao Yao","Jinyang Li 0004",2
"Jinyang Li 0004","Tarek F. Abdelzaher",2
"Jinyang Li 0004","Tianshi Wang",2
"Wenjun Jiang","Jinyang Li 0004",2
"Yiran Zhao","Jinyang Li 0004",2
"Jun Wang","Jinyang Wang",2
"Jinyang Wang","Pan Zhou",2
"Ruixuan Li","Jinyang Wang",2
"Wenjin Yan","Jinyang Wang",2
"Jinyang Wang","Xiwu Gu",2
"Yuhua Li","Jinyang Wang",2
"Jinyong Zhang","Tingting He",2
"Jinyong Zhang","Weizhong Zhao",2
"Jinyong Zhang","Xiaohua Hu 0001",2
"Jinyong Zhang","Xiaowei Xu 0001",2
"Jinyong Zhang","Xingpeng Jiang",2
"Jinze Bai","Jun Gao 0003",2
"Jinze Bai","Junshuai Song",2
"Jinze Bai","Weiting An",2
"Jinze Bai","Xiaoru Qu",2
"Jinze Bai","Zhao Li",2
"Jiong Qiu","Mingli Zhang",2
"Jiong Qiu","Sheng Yu",2
"Jiong Qiu","Wenbin Zhang",2
"Jiong Qiu","Xuebing Wang",2
"Xuejiao Tang","Jiong Qiu",2
"Jiong Qiu","Xueping Xie",2
"Jiong Zhu","Marlena Duda",2
