"from","to","weight"
"Henrik Hernes","Peter Arenfeldt Larsen",2
"Henrik Hernes","Raghava Rao Mukkamala",2
"Henrik Hernes","Ravi Vatrapu",2
"Henrikke Hovda Larsen","Johanna Margareta Forsberg",2
"Henrikke Hovda Larsen","Raghava Rao Mukkamala",2
"Henrikke Hovda Larsen","Ravi Vatrapu",2
"Henrikke Hovda Larsen","Sigrid Viken Hemstad",2
"Jiebo Luo","Henry A. Kautz",2
"Nabil Hossain","Henry A. Kautz",2
"Roghayeh Feizi","Henry A. Kautz",2
"Tianran Hu","Henry A. Kautz",2
"Henry S. Vieira","Marco Cristo",2
"Henry S. Vieira","Pável Calado",2
"Heqing Huang","Junyuan Zeng",2
"Heqing Huang","Peng Liu 0005",2
"Heqing Huang","Sencun Zhu",2
"Heqing Huang","Suresh Chari",2
"Heqing Huang","Wu Zhou",2
"Herald Kllapi","Lefteris Stamatogiannakis",2
"Theofilos Mailis","Herald Kllapi",2
"Herald Kllapi","Yannis E. Ioannidis",2
"Herald Kllapi","Yannis Kotidis",2
"Vinay Deolalikar","Hernan Laffitte",2
"Hesam Amoualian","Marianne Clausel",2
"Hesam Amoualian","Massih-Reza Amini",2
"Hideki Yoshii","Noboru Sonehara",2
"Noriaki Koide","Hideki Yoshii",2
"Yu Ichifuji","Hideki Yoshii",2
"Masato Oguchi","Hidemoto Nakada",2
"Hideyuki Kawashima","Osamu Tatebe",2
"Ryuya Mitsuhashi","Hideyuki Kawashima",2
"Hideyuki Kawashima","Takahiro Nishimichi",2
"Himabindu Lakkaraju","Jure Leskovec",2
"Himabindu Lakkaraju","Stephen H. Bach",2
"Himanshu Jain","Manik Varma",2
"Himanshu Jain","Yashoteja Prabhu",2
"Marco Cornolti","Hinrich Schütze",2
"Massimiliano Ciaramita","Hinrich Schütze",2
"Paolo Ferragina","Hinrich Schütze",2
"Stefan Rüd","Hinrich Schütze",2
"Hiroaki Muroi","Kyoto Yono",2
"Hiroaki Muroi","Masanori Yamasaki",2
"Hiroaki Muroi","Motoki Naruke",2
"Takuya Watanabe 0002","Hiroaki Muroi",2
"Hiroki Imabayashi","Kana Shimizu",2
"Yu Ishimaki","Hiroki Imabayashi",4
"Hiroki Kanezashi","Toyotaro Suzumura",2
"Kohei Nakamura","Hiroki Matsutani",2
"Ikuro Sato","Hiroki Nishimura",2
"Hiroki Nishimura","Satoshi Matsuoka",2
"Yosuke Oyama","Hiroki Nishimura",2
"Hiroki Nishimura","Yukimasa Tamatsu",2
"Issei Sato","Hiroshi Nakagawa",2
"Masahiro Kazama","Hiroshi Nakagawa",2
"Tairiku Ogihara","Hiroshi Nakagawa",2
"Tetsuro Onishi","Hiroshi Nakagawa",2
"Michinori Nakata","Hiroshi Sakai",2
"Shusaku Tsumoto","Hiroshi Sakai",2
"Hiroshi Tsuda","Masakazu Ando",2
"Hiroshi Tsuda","Yu Ichifuji",2
"Mitsuo Yoshida 0001","Hirotada Ohashi",2
"Yuka Kamiko","Hirotada Ohashi",2
"Hirotaka Kawazu","Ichiro Fukuda",2
"Hirotaka Kawazu","Kazuya Wada",2
"Hirotaka Kawazu","Masanori Takano",2
"Hitoshi Sato","Hirotaka Ogawa",2
"Ryo Mizote","Hirotaka Ogawa",2
"Satoshi Matsuoka","Hirotaka Ogawa",2
"Hiroto Saigo","Simon J. Puglisi",2
"Yasuo Tabei","Hiroto Saigo",2
"Hiroto Saigo","Yoshihiro Yamanishi",2
"Roie Melamed","Hisham Yasin",2
"M. Emre Celebi","Hitoshi Iyatomi",2
"Ryunosuke Kotani","Hitoshi Iyatomi",2
"Takuya Yoshida","Hitoshi Iyatomi",2
"Hitoshi Sato","Ryo Mizote",2
"Hitoshi Sato","Satoshi Matsuoka",2
"Hoang Anh Dau","Nurjahan Begum",2
"Hoang Nguyen","Jon Patrick",2
"Igor Labutov","Hod Lipson",2
"Kelvin Luu","Hod Lipson",2
"Holly Ferguson","Jarek Nabrzyski",4
"Hui-Ju Hung","Hong-Han Shuai",2
"Hong-Han Shuai","Jian Pei",2
"Hong-Han Shuai","Liang-Hao Huang",2
"Hong-Han Shuai","Ming-Syan Chen",4
"Hong-Han Shuai","Philip S. Yu",2
"Hong-Han Shuai","Wang-Chien Lee",4
"Hong-Han Shuai","Yi-Feng Lan",2
"Hong Cheng 0001","Jeffrey Xu Yu",2
"Lu Qin","Hong Cheng 0001",2
"Siyuan Zhang","Hong Cheng 0001",2
"Tianyi Lin","Hong Cheng 0001",2
"Yuanyuan Zhu","Hong Cheng 0001",2
"Qiankun Zhu","Hong Cheng",2
"Yu Rong","Hong Cheng",2
"Hong Su","Joseph Torres",2
"Hong Su","Mohamed Zaït",2
"Hong Su","Vladimir Barrière",2
"Jia Wu 0001","Hong Yang",4
"Li Gao","Hong Yang",2
"Qinzhe Zhang","Hong Yang",2
"Hong Yang","Weixue Lu",2
"Hong Yang","Yue Hu 0002",2
"Zhi Qiao","Hong Yang",2
"Hongbo Deng","Hongyuan Zha",2
"Hua Ouyang","Hongbo Deng",2
"Hongbo Deng","Jean-Marc Langlois",2
"Jianhui Chen","Hongbo Deng",2
"Jiawei Han 0001","Hongbo Deng",2
"Jiliang Tang","Hongbo Deng",2
"Liangda Li","Hongbo Deng",2
"Mianwei Zhou","Hongbo Deng",2
"Ricardo Baeza-Yates","Hongbo Deng",2
"Tim Daly Jr.","Hongbo Deng",2
"Hongbo Deng","Yi Chang 0001",6
"Yuening Hu","Hongbo Deng",2
"Hongbo Deng","Yunlong He",2
"Hongfeng Chai","Jinzhi Hua",2
"Hongfeng Chai","Shuo He",2
"Hongfeng Chai","Weihuai Liu",2
"Hongfeng Chai","Xibo Zhou",2
"Hongfeng Chai","Yanjun Xu",2
"Hongfeng Yu","Jian Zhang",2
"Jieting Wu","Hongfeng Yu",2
"Khoa Doan","Hongfeng Yu",2
"Kwo-Sen Kuo","Hongfeng Yu",6
"Lina Yu","Hongfeng Yu",4
"Michael L. Rilee","Hongfeng Yu",2
"Paul Brown","Hongfeng Yu",2
"Paul G. Brown","Hongfeng Yu",2
"Thomas L. Clune","Hongfeng Yu",6
"Yanfu Zhou","Hongfeng Yu",2
"Hongfeng Yu","Zhenghong Tang",2
"Hongfu Liu","Ming Shao",2
"Hongfu Liu","Sheng Li 0001",4
"Hongfu Liu","Yuchao Zhang",2
"Hongfu Liu","Yun Fu 0001",6
"Zhiqiang Tao","Hongfu Liu",2
"Longqi Yang","Honghao Wei",2
"Honghao Wei","Mor Naaman",2
"Hongjian Wang 0002","Zhenhui Li",2
"Hongke Zhao","Qi Liu 0003",2
"Hongke Zhao","Yong Ge",2
"Hongkun Yu","Jiawei Han 0001",2
"Hongkun Yu","Jingbo Shang",2
"Hongkun Yu","Malú Castellanos",2
"Hongkun Yu","Meichun Hsu",2
"Huazheng Wang","Hongning Wang",2
"Md. Mustafizur Rahman","Hongning Wang",2
"Qingyun Wu","Hongning Wang",2
"Hongyang Zhang","Peter Lofgren",2
"Liangda Li","Hongyuan Zha",2
"Yi Chang 0001","Hongyuan Zha",2
"Yunlong He","Hongyuan Zha",2
"Min Xie","Hongzhi Yin",2
"Hongzhi Yin","Sen Wang 0001",2
"Hongzhi Yin","Weitong Chen",2
"Jan Van Haaren","Horesh Ben Shitrit",2
"Horesh Ben Shitrit","Jesse Davis",2
"Horesh Ben Shitrit","Pascal Fua",2
"Hosein Azarbonyad","Jaap Kamps",2
"Hosein Azarbonyad","Maarten Marx",2
"Mostafa Dehghani 0001","Hosein Azarbonyad",2
"Hoseong Yang","Hye Jin Lee",2
"Hoseong Yang","Sungzoon Cho",2
"Hossein Hamooni","Hui Zhang 0002",2
"Hossein Hamooni","Jianwu Xu",2
"Houjun Tang","Kesheng Wu",2
"Houjun Tang","Nagiza F. Samatova",2
"Houjun Tang","Scott Klasky",2
"Houjun Tang","Stephen Ranshous",2
"Houjun Tang","Surendra Byna",2
"Wenzhao Zhang","Houjun Tang",2
"Houping Xiao","Jing Gao 0004",6
"Houping Xiao","Lu Su",6
"Qi Li 0012","Houping Xiao",4
"Houping Xiao","Shiyu Wang",2
"Houping Xiao","Yaliang Li",2
"Houping Xiao","Yunlong Feng",2
"Houping Xiao","Zhaoran Wang",2
"Wen-Yi Chang","Hsi-Ching Lin",2
"Whey-Fone Tsai","Hsi-Ching Lin",2
"Hsiao-Ping Tseng","Rómer Rosales",2
"Hsiao-Ping Tseng","Ravi Kiran Holur Vijay",2
"Rupesh Gupta","Hsiao-Ping Tseng",2
"Hsiao-Ping Tseng","Xiaoyu Chen",2
"Hsiao-Wei Hu","Wen-Shiu Lin",2
"Hsing-Kuo Pao","Jing-Yao Lin",2
"Hsing-Kuo Pao","Shueh-Han Shih",2
"Hsing-Kuo Pao","Xin-Rong Chen",2
"Yuh-Jye Lee","Hsing-Kuo Pao",2
"Jiangye Yuan","Hsiu-Han Lexie Yang",2
"Hsiu-Han Lexie Yang","Olufemi A. Omitaomu",2
"Hsu-Chao Lai","Jiun-Long Huang",2
"Hsu-Chao Lai","Wen-Yueh Shih",2
"Hsu-Chao Lai","Yi-Cheng Chen",2
"Hsun-Ping Hsieh","Po Hu",2
"Rui Yan","Hsun-Ping Hsieh",2
"Hsun-Ping Hsieh","Tingting He",2
"Hsun-Ping Hsieh","Xiaohua Hu 0001",2
"Hu Xu","Lei Shu 0004",2
"Hu Xu","Philip S. Yu",2
"Hu Xu","Sihong Xie",2
"Hua He","Jimmy J. Lin",2
"Jinfeng Rao","Hua He",2
"Hua Ouyang","Jean-Marc Langlois",2
"Hua Ouyang","Jianhui Chen",2
"Jiliang Tang","Hua Ouyang",4
"Mianwei Zhou","Hua Ouyang",2
"Tim Daly Jr.","Hua Ouyang",2
"Hua Ouyang","Yi Chang 0001",4
"Yuening Hu","Hua Ouyang",2
"Yunlong He","Hua Ouyang",2
"Jiangfeng Zeng","Hua Wang 0008",2
"Ke Zhou 0001","Hua Wang 0008",2
"Xiao Ma","Hua Wang 0008",2
"Hua Wei 0001","Jie Xu 0007",2
"Hua Wei 0001","Tianyu Wo",2
"Hua Wei 0001","Yaxiao Liu",2
"Hua Wei 0001","Yuandong Wang",2
"Rui Yan","Hua Wu 0003",2
"Xiangyang Zhou","Hua Wu 0003",2
"Yiping Song","Hua Wu 0003",2
"Huamin Qu","Jia Zeng",2
"Huamin Qu","Lionel M. Ni",2
"Huamin Qu","Mingxuan Yuan",2
"Nan Cao","Huamin Qu",2
"Wenchao Wu","Huamin Qu",2
"Yixian Zheng","Huamin Qu",2
"Isaac Jones","Huan Liu 0001",2
"Jiawei Han 0001","Huan Liu 0001",2
"Jiliang Tang","Huan Liu 0001",12
"Jinxue Zhang","Huan Liu 0001",2
"Jundong Li","Huan Liu 0001",2
"Justin Sampson","Huan Liu 0001",2
"Kewei Cheng","Huan Liu 0001",2
"Liang Wu 0006","Huan Liu 0001",2
"Pritam Gundecha","Huan Liu 0001",2
"Ran Wang","Huan Liu 0001",2
"Suhang Wang","Huan Liu 0001",6
"Suhas Ranganath","Huan Liu 0001",2
"Xia Hu","Huan Liu 0001",6
"Yanchao Zhang","Huan Liu 0001",2
"Huan Sun","Jiawei Han 0001",2
"Shulong Tan","Huan Sun",2
"Huan Sun","Wen-tau Yih",2
"Huan Sun","Xiaodong He 0001",2
"Huan Sun","Xifeng Yan",4
"Yang Li","Huan Sun",2
"Huan Sun","Yu Su 0001",2
"Huang Xu","Hui Xiong 0001",2
"Huang Xu","Jingyuan Yang",2
"Huang Xu","Zhiwen Yu 0001",2
"Maarten de Rijke","Huangming Xie",2
"Yi Fang 0008","Huangming Xie",2
"Zhichen Gong","Huanhuan Chen",2
"Huanhuan Wu","James Cheng",2
"Huanhuan Wu","John C. S. Lui",2
"Huanhuan Wu","Shuigeng Zhou",2
"Yi Yang","Huanhuan Wu",2
"Huasen Wu","Tianxiao Zhang",2
"Huasen Wu","Xin Liu 0002",4
"Yanan Bao","Huasen Wu",4
"Huayu Li","Richang Hong",2
"Huayu Li","Yong Ge",2
"Huayu Wu 0001","Liang Yu",2
"Miyoung Han","Huayu Wu 0001",2
"Pierre Senellart","Huayu Wu 0001",2
"Seong-Ping Chuah","Huayu Wu 0001",2
"Huayu Wu 0001","Stéphane Bressan",4
"Huayu Wu 0001","Yu Lu 0003",2
"Huazheng Wang","Qingyun Wu",2
"Hui-Ju Hung","Jian Pei",2
"Hui-Ju Hung","Liang-Hao Huang",2
"Hui-Ju Hung","Ming-Syan Chen",2
"Hui-Ju Hung","Wang-Chien Lee",2
"Hui Li 0005","Jianfeng Ma 0001",2
"Hui Li 0005","Jiangtao Cui",2
"Hui Li 0005","Xiaobin Lin",2
"Hui Li 0022","Jiawei Cai",2
"Xin Li","Hui Li 0022",2
"Hui Li 0022","Zhihao Huang",2
"Hui Li","Sheng Wang",2
"Hui Li","Tihua Duan",2
"Hui Li","Wei He",2
"Hui Li","Xin Li",2
"Hui Li","Yang Cheng",2
"Yanni Li","Hui Li",2
"Hui Li","Zhi Wang",2
"Zhihao Huang","Hui Li",2
"Hui Wu","Huming Wu",2
"Hui Wu","Shenhong Zhu",2
"Hui Wu","Yi Fang",2
"Hui Zhang 0028","Hui Xiong 0001",2
"Jingyuan Yang","Hui Xiong 0001",4
"Junjie Wu 0002","Hui Xiong 0001",2
"Junming Liu","Hui Xiong 0001",2
"Ke Xu 0001","Hui Xiong 0001",2
"Leilei Sun","Hui Xiong 0001",4
"March Liao","Hui Xiong 0001",2
"Meng Qu","Hui Xiong 0001",2
"Mingfei Teng","Hui Xiong 0001",2
"Hui Xiong 0001","Pengliang Ding",2
"Ping Luo 0001","Hui Xiong 0001",2
"Qi Liu 0003","Hui Xiong 0001",4
"Hui Xiong 0001","Qing He 0003",2
"Sinno Jialin Pan","Hui Xiong 0001",2
"Tong Xu","Hui Xiong 0001",2
"Weiwei Chen 0003","Hui Xiong 0001",2
"Wenjun Zhou 0001","Hui Xiong 0001",2
"Xiangyu Zhao","Hui Xiong 0001",2
"Yanchi Liu","Hui Xiong 0001",2
"Hui Xiong 0001","Yanjie Fu",2
"Hui Xiong 0001","Yanming Xie",2
"Hui Xiong 0001","Yong Ge",2
"Yuan Zuo","Hui Xiong 0001",2
"Zhenshan Hou","Hui Xiong 0001",2
"Zhiwen Yu 0001","Hui Xiong 0001",2
"Hui Zang","Jian Xu",2
"Li Zhou","Hui Zang",2
"Hui Zang","Mingzhen Xia",2
"Hui Zang","Xiaoli Ma",4
"Yiming Kong","Hui Zang",4
"Yinglong Xia","Hui Zang",2
"Jianwu Xu","Hui Zhang 0002",4
"Ke Zhang 0013","Hui Zhang 0002",2
"Konstantinos Pelechrinis","Hui Zhang 0002",2
"Martin Renqiang Min","Hui Zhang 0002",2
"Juan Lin","Hui Zhang 0006",2
"Yiwen Zhong","Hui Zhang 0006",2
"Junjie Wu 0002","Hui Zhang 0028",2
"Hui Zhang 0028","Ke Xu 0001",2
"Yuan Zuo","Hui Zhang 0028",2
"Huigui Rong","M. Zubair Shafiq",2
"Huigui Rong","Xun Zhou",2
"Yudong Tan","Huimin Zhou",2
"Huizhi Xie","Juliette Aurisset",2
"Huming Wu","Shenhong Zhu",2
"Yi Fang","Huming Wu",2
"Hung T. Nguyen 0003","Michael L. Mayo",2
"Hung T. Nguyen 0003","Preetam Ghosh",2
"Hung T. Nguyen 0003","Thang N. Dinh",2
"Huoran Li","Jian Tang",2
"Huoran Li","Qiaozhu Mei",2
"Huoran Li","Wei Ai",2
"Huoran Li","Xuanzhe Liu",2
"Jinwei Liu","Husnu S. Narman",2
"Huy T. Vo","Juliana Freire",4
"Kai Zhao","Huy T. Vo",4
"Sasu Tarkoma","Huy T. Vo",2
"Siyuan Liu","Huy T. Vo",2
"Tuan-Anh Hoang-Vu","Huy T. Vo",2
"Huy Vo","Mai Vu",2
"Nguyen Ho","Huy Vo",2
"Huyen Chau Nguyen","Matthias Stumpp",2
"Michael Axtmann","Huyen Chau Nguyen",2
"Huyen Chau Nguyen","Peter Sanders 0001",2
"Sebastian Lamm","Huyen Chau Nguyen",2
"Huyen Chau Nguyen","Sebastian Schlag",2
"Timo Bingmann","Huyen Chau Nguyen",2
"Huyen Chau Nguyen","Tobias Sturm",2
"Huzefa Rangwala","Naren Ramakrishnan",4
"Sathappan Muthiah","Huzefa Rangwala",2
"Wei Wang 0064","Huzefa Rangwala",2
"Yue Ning","Huzefa Rangwala",4
"Jaewon Kim","Hwan-Jin Yoon",2
"Paul Thomas","Hwan-Jin Yoon",2
"Ramesh Sankaranarayana","Hwan-Jin Yoon",2
"Tom Gedeon","Hwan-Jin Yoon",2
"Hye Jin Lee","Sungzoon Cho",2
"Hyun Ah Song","Kijung Shin",2
"Hyun Ah Song","Neil Shah",2
"Hyuna Pyo","Jeonghee Kim",2
"JungWoo Ha","Hyuna Pyo",2
"Jarana Manotumruksa","Iadh Ounis",2
"Richard McCreadie","Iadh Ounis",2
"Saul Vargas","Iadh Ounis",2
"Ian A. Kash","Mohammad Reza Khani",2
"Ian A. Kash","Peter B. Key",2
"Sofia Ceppi","Ian A. Kash",2
"Yoram Bachrach","Ian A. Kash",2
"James Bailey 0001","Ian Davidson",2
"Ian Davidson","Jieping Ye",2
"Milad Makkie","Ian Davidson",2
"Mojtaba Sedigh Fazli","Ian Davidson",2
"Ian Davidson","Shannon Quinn",2
"Shuo Zhou 0001","Ian Davidson",2
"Ian Davidson","Tianming Liu",2
"Xiang Li 0001","Ian Davidson",2
"Xuan Vinh Nguyen","Ian Davidson",2
"Yunzhe Jia","Ian Davidson",2
"Ian En-Hsu Yen","Jie Chen",2
"Lingfei Wu","Ian En-Hsu Yen",2
"Ian En-Hsu Yen","Rui Yan",2
"Konstantina Bereta","Ian Horrocks",2
"Ian Horrocks","Martin Giese",2
"Ian Horrocks","Ralf Möller 0001",2
"Sebastian Brandt 0001","Ian Horrocks",2
"Steffen Lamparter","Ian Horrocks",2
"Theofilos P. Mailis","Ian Horrocks",2
"Ian Horrocks","Yannis E. Ioannidis",2
"Ian Horrocks","Yannis Kotidis",2
"Ian T. Foster","Ivo D. Dinov",2
"Ian T. Foster","Kristi Clark",2
"Kyle Chard","Ian T. Foster",2
"Mike D'Arcy","Ian T. Foster",2
"Ian T. Foster","Nathan D. Price 0001",2
"Ian T. Foster","Ravi K. Madduri",2
"Ian T. Foster","Stian Soiland-Reyes",2
"John Brennan","Ibad Kureshi",4
"Stephen Bonner","Ibad Kureshi",4
"Ibrahim M. Alabdulmohsin","Xiangliang Zhang 0001",2
"Ibrahim M. Alabdulmohsin","Yufei Han",2
"Ibrahim M. Alabdulmohsin","Yun Shen",2
"Kazuya Wada","Ichiro Fukuda",2
"Masanori Takano","Ichiro Fukuda",2
"Satoshi Iijima","Ichiro Fukuda",2
"Teruyoshi Zenmyo","Ichiro Fukuda",2
"Kazuya Nakagawa","Ichiro Takeuchi",2
"Koji Tsuda","Ichiro Takeuchi",2
"Masayuki Karasuyama","Ichiro Takeuchi",2
"Shinya Suzumura","Ichiro Takeuchi",2
"Yuval Pinter","Idan Szpektor",2
"Idilio Drago","Marco Mellia",2
"Idilio Drago","Mario Baldi",2
"Martino Trevisan","Idilio Drago",2
"Or Levi","Ido Guy",2
"Oren Kurland","Ido Guy",2
"Ido Guy","Yoelle Maarek",2
"Iftah Gamzu","Irena Grabovitch-Zuyev",2
"Iftah Gamzu","Liane Lewin-Eytan",2
"Mark Cwalinski","Iftah Gamzu",2
"Noa Avigdor-Elgrabli","Iftah Gamzu",2
"Iftah Gamzu","Yoelle Maarek",2
"J. Boutte","Ignacio Blanquer",2
"Ignacio Blanquer","Mário David",2
"Marcin Plóciennik","Ignacio Blanquer",2
"Marco Fargetta","Ignacio Blanquer",2
"Michal Owsiak","Ignacio Blanquer",2
"Miguel Caballer","Ignacio Blanquer",2
"Riccardo Bruno","Ignacio Blanquer",2
"Ignacio Blanquer","Roberto Barbera",2
"Sandro Fiore","Ignacio Blanquer",2
"Tomasz Zok","Ignacio Blanquer",2
"Ignacio Blanquer","V. Anantharaj",2
"Z. Shaheen","Ignacio Blanquer",2
"Ignacio Fernández-Tobías","Roi Blanco",2
"Laxman Dhulipala","Igor Kabiljo",2
"Igor Kabiljo","Sergey Pupyrev",2
"Igor Labutov","Kelvin Luu",2
"Siddharth Reddy","Igor Labutov",2
"Igor Labutov","Siddhartha Banerjee",2
"Igor Labutov","Thorsten Joachims",2
"Igor Melnyk","Nikunj C. Oza",2
"Michael Georgescu","Igor Mezic",4
"Sophie Loire","Igor Mezic",4
"Thibaud Nesztler","Igor Mezic",2
"Navneet Kapur","Igor Perisic",2
"Nikita I. Lytkin","Igor Perisic",2
"Ikuro Sato","Satoshi Matsuoka",2
"Yosuke Oyama","Ikuro Sato",2
"Ikuro Sato","Yukimasa Tamatsu",2
"Ilaria Bordino","Marcello Paris",2
"Ilaria Bordino","Marco Firrincieli",2
"Ilaria Bordino","Stefano Pascolutti",2
"Jessica Block","Ilkay Altintas",2
"Kerstin Kleese van Dam","Ilkay Altintas",2
"Mai H. Nguyen","Ilkay Altintas",4
"Malachi Schram","Ilkay Altintas",2
"Matt MacDuff","Ilkay Altintas",2
"Mehrdad Yazdani","Ilkay Altintas",2
"Todd Elsethagen","Ilkay Altintas",2
"Ilya Markov","Maarten de Rijke",2
"Ilya Markov","Pavel Serdyukov",2
"Julia Kiseleva","Imed Zitouni",2
"Imed Zitouni","Kyle Williams",4
"Madian Khabsa","Imed Zitouni",4
"Imed Zitouni","Tasos Anastasakos",2
"Jianpeng Xu","Inci M. Baytas",2
"Inci M. Baytas","Jiayu Zhou",2
"Kaixiang Lin","Inci M. Baytas",2
"Inci M. Baytas","Shuiwang Ji",2
"Kai-Yang Chiang","Inderjit S. Dhillon",2
"Nikhil Rao","Inderjit S. Dhillon",2
"Si Si","Inderjit S. Dhillon",2
"Yevgeny Seldin","Ingemar J. Cox",2
"Jisun An","Ingmar Weber",2
"Juhi Kulshrestha","Ingmar Weber",2
"Leandro Araújo Silva","Ingmar Weber",2
"Mahmoudreza Babaei","Ingmar Weber",2
"Mainack Mondal","Ingmar Weber",2
"Munmun De Choudhury","Ingmar Weber",2
"Przemyslaw A. Grabowicz","Ingmar Weber",2
"Shagun Jhaver","Ingmar Weber",2
"Ioana Giurgiu","Jasmina Bogojeska",2
"Mirela Madalina Botezatu","Ioana Giurgiu",2
"Jesús Camacho-Rodríguez","Ioana Manolescu",2
"Melanie Herschel","Ioana Manolescu",2
"Ioana Manolescu","Soudip Roy Chowdhury",2
"Ioanna Filippidou","Yannis Kotidis",2
"Ioanna Tsalouchidou","Ricardo Baeza-Yates",2
"Luca Maria Aiello","Ioannis Arapakis",2
"Ioannis Arapakis","Nicola Barbieri",2
"Ioannis Arapakis","Ricardo Baeza-Yates",2
"Ioannis Arapakis","Xiao Bai 0002",2
"Stathis Maroulis","Ioannis Boutsis",2
"Ioannis Boutsis","Vana Kalogeraki",2
"Ira Assent","Martin Storgaard",2
"Son T. Mai","Ira Assent",2
"Iraj Saniee","Onuttom Narayan",2
"W. Sean Kennedy","Iraj Saniee",2
"Irena Grabovitch-Zuyev","Liane Lewin-Eytan",2
"Mark Cwalinski","Irena Grabovitch-Zuyev",2
"Noa Avigdor-Elgrabli","Irena Grabovitch-Zuyev",2
"Irena Grabovitch-Zuyev","Yoelle Maarek",2
"Ling Luo","Irena Koprinska",2
"Irena Koprinska","Shlomo Berkovsky",2
"Tong Zhao 0002","Irwin King",2
"Isaac Jones","Jiawei Han 0001",2
"Isaac Jones","Ran Wang",2
"Jacob Thebault-Spieker","Isaac L. Johnson",2
"Isaac L. Johnson","Loren G. Terveen",2
"Shuo Chang","Isaac L. Johnson",2
"Jingxuan Wang","Isabel Choo Zhongyan",2
"Qirong Ho","Isabel Choo Zhongyan",2
"Shonali Krishnaswamy","Isabel Choo Zhongyan",2
"The Anh Dang","Isabel Choo Zhongyan",2
"Wenqing Lin","Isabel Choo Zhongyan",2
"Isabel Mette Kloumann","Jon M. Kleinberg",2
"Isabel Mette Kloumann","Lillian Lee",2
"Masahiro Kazama","Issei Sato",2
"Issei Sato","Tairiku Ogihara",2
"Issei Sato","Tetsuro Onishi",2
"Jeffrey S. Saltz","Ivan Shamshurin",2
"Ivens Portugal","Paulo S. C. Alencar",2
"Kristi Clark","Ivo D. Dinov",2
"Kyle Chard","Ivo D. Dinov",2
"Mike D'Arcy","Ivo D. Dinov",2
"Ivo D. Dinov","Nathan D. Price 0001",2
"Ravi K. Madduri","Ivo D. Dinov",2
"Stian Soiland-Reyes","Ivo D. Dinov",2
"J. Boutte","Mário David",2
"Marcin Plóciennik","J. Boutte",2
"J. Boutte","Marco Fargetta",2
"J. Boutte","Michal Owsiak",2
"J. Boutte","Miguel Caballer",2
"J. Boutte","Riccardo Bruno",2
"J. Boutte","Roberto Barbera",2
"Sandro Fiore","J. Boutte",2
"J. Boutte","Tomasz Zok",2
"J. Boutte","V. Anantharaj",2
"J. Boutte","Z. Shaheen",2
"Jian Jiao 0007","J. C. Mao",2
"T. Ryan Hoens","J. C. Mao",2
"Ying Shan","J. C. Mao",2
"J. P. Vargas-Acosta","J. C. Windmueller",2
"J. C. Windmueller","J. W. Harvey",2
"J. C. Windmueller","J. Zhang",2
"M. D. DeLuca","J. C. Windmueller",2
"J. C. Windmueller","P. C. H. Martens",2
"J. C. Windmueller","S. Vargas-Dominguez",2
"Z. A. Werginz","J. C. Windmueller",2
"Paulo Shakarian","J. E. Kelly Snyder",2
"J. M. Rogers","N. Askarzadeh",2
"J. M. Rogers","R. Jain",2
"J. M. Rogers","R. Retting",2
"J. M. Rogers","S. S. Dey",2
"J. M. Rogers","X. Liang",2
"J. P. Vargas-Acosta","J. W. Harvey",2
"J. P. Vargas-Acosta","J. Zhang",2
"J. P. Vargas-Acosta","M. D. DeLuca",2
"J. P. Vargas-Acosta","P. C. H. Martens",2
"J. P. Vargas-Acosta","S. Vargas-Dominguez",2
"Z. A. Werginz","J. P. Vargas-Acosta",2
"M. J. Kapyla","J. Pelti",2
"N. Olspert","J. Pelti",2
"J. Saketha Nath","Sunita Sarawagi",2
"N. V. Vinodchandran","J. Smith",2
"Paul Quint","J. Smith",2
"Stephen D. Scott","J. Smith",2
"J. Vijayananda","M. Kalyan",2
"J. Vijayananda","Srikanth Mujjiga",2
"Srinivasa Rao Kundeti","J. Vijayananda",2
"J. Zhang","J. W. Harvey",2
"M. D. DeLuca","J. W. Harvey",2
"J. W. Harvey","P. C. H. Martens",2
"S. Vargas-Dominguez","J. W. Harvey",2
"Z. A. Werginz","J. W. Harvey",2
"Md. Saiful Islam 0003","J. Wenny Rahayu",2
"J. Wenny Rahayu","Tarique Anwar",2
"M. D. DeLuca","J. Zhang",2
"J. Zhang","P. C. H. Martens",2
"J. Zhang","S. Vargas-Dominguez",2
"Z. A. Werginz","J. Zhang",2
"Sebastian Schelter","Jérôme Kunegis",2
"Nicolas Wagner","Jörg Domaschka",2
"Michael Gertz 0001","Jürgen Hesser",2
"Rainer Stotzka","Jürgen Hesser",2
"Momin M. Malik","Jürgen Pfeffer",2
"Jaap Kamps","Maarten Marx",2
"Mostafa Dehghani 0001","Jaap Kamps",4
"Samira Abnar","Jaap Kamps",2
"Jack Hessel","Lillian Lee",2
"Panos K. Chrysanthis","Jack Lange",2
"Jack Saalweachter","Mayur Thakur",2
"Michael Schueppert","Jack Saalweachter",2
"James Kuhr","Jackson Archer",2
"Natalia Ruiz-Juri","Jackson Archer",2
"Weijia Xu","Jackson Archer",2
"Jacob Thebault-Spieker","Loren G. Terveen",2
"Jacob Thebault-Spieker","Shuo Chang",2
"Marco De Nadai","Jacopo Staiano",2
"Jacopo Staiano","Nicu Sebe",2
"Jacopo Staiano","Roberto Larcher",2
"Jiwon Hong","Jae-Geun Bang",2
