"from","to","weight"
"Georgios Roumpos","Nitin Jindal",2
"Georgios Roumpos","Pei Cao",2
"Tao Wu","Georgios Roumpos",2
"Georgios Roumpos","Wei Wang 0010",2
"Georgios Roumpos","Xinyang Yi",2
"Georgios Theodoropoulos 0001","Ibad Kureshi",2
"Pedro Cárdenas","Georgios Theodoropoulos 0001",2
"Handong Zhao","Gerard de Melo",2
"Qiaoying Huang","Gerard de Melo",2
"Gerard de Melo","S. Muthukrishnan",2
"Shahab Raji","Gerard de Melo",2
"Shijie Geng","Gerard de Melo",2
"Xu Chen 0017","Gerard de Melo",2
"Yikun Xian","Gerard de Melo",2
"Yingqiang Ge","Gerard de Melo",2
"Gerard de Melo","Yongfeng Zhang",2
"Zhou Qin 0001","Gerard de Melo",2
"Zuohui Fu","Gerard de Melo",2
"Mihaela Malita","Gheorghe M. Stefan",2
"Giacomo Domeniconi","Guojing Cong",2
"Giacomo Domeniconi","Leili Zhang",2
"Giuseppe Serra 0001","Gianluca Demartini",2
"Kevin Roitero","Gianluca Demartini",2
"Lei Han 0003","Gianluca Demartini",2
"Michael Soprano","Gianluca Demartini",2
"Gianluca Demartini","Shazia Wasim Sadiq",2
"Stefano Mizzaro","Gianluca Demartini",2
"Vincenzo Della Mea","Gianluca Demartini",2
"Ilias Leontiadis","Gianluca Stringhini",2
"Gianluca Stringhini","Jeremy Blackburn",6
"Kostantinos Papadamou","Gianluca Stringhini",2
"Gianluca Stringhini","Michael Sirivianos",2
"Nicolas Kourtellis","Gianluca Stringhini",2
"Savvas Zannettou","Gianluca Stringhini",6
"Tristan Caulfield","Gianluca Stringhini",2
"Gianmarco De Francisci Morales","Kyriaki Kalimeri",2
"Gianmarco De Francisci Morales","Michele Starnini",2
"Gianmarco De Francisci Morales","Yelena Mejova",2
"Giannis Fikioris","Kostas Patroumpas",2
"Giannis Fikioris","Manolis Pitsikalis",2
"Haw-Shiuan Chang","Giannis Karamanolakis",2
"Jay Ren","Giannis Karamanolakis",2
"Giannis Karamanolakis","Jiawei Han 0001",2
"Jun Ma","Giannis Karamanolakis",2
"Saurabh Deshpande","Giannis Karamanolakis",2
"Surender Pal Singh","Giannis Karamanolakis",2
"Tong Zhao","Giannis Karamanolakis",2
"Xian Li","Giannis Karamanolakis",2
"Xiang He","Giannis Karamanolakis",2
"Xin Luna Dong","Giannis Karamanolakis",2
"Yan Liang","Giannis Karamanolakis",2
"Giannis Karamanolakis","Yaqing Wang",2
"Yifan Ethan Xu","Giannis Karamanolakis",2
"Giannis Karamanolakis","Yuning Mao",2
"Gilad Fuchs","Idan Hasson",2
"Gilad Fuchs","Pavel Petrov",2
"Gilad Fuchs","Yoni Acriche",2
"Gilad Katz","Ido Guy",2
"Gilad Katz","Kira Radinsky",2
"Lior Rokach","Gilad Katz",6
"Moran Beladev","Gilad Katz",2
"Roman Vainshtein","Gilad Katz",4
"Yarden Curiel","Gilad Katz",2
"Yuval Heffetz","Gilad Katz",2
"Mahmoud Elbattah","Gilles Dequen",2
"Maxime Gignon","Gilles Dequen",2
"Giorgio Pilotti","Michele Ciavotta",2
"Stefano Fiorini","Giorgio Pilotti",2
"Juliana Bowles","Giovanna Broccia",2
"Giovanna Broccia","Mirco Nanni",2
"Giovanni Campagna","Jian Li",2
"Giovanni Campagna","Monica S. Lam",2
"Silei Xu","Giovanni Campagna",2
"Miriam Redi","Giovanni Colavizza",2
"Giovanni Colavizza","Robert West 0001",2
"Tiziano Piccardi","Giovanni Colavizza",2
"Giovanni Quattrone","Licia Capra",2
"Giovanni Stilo","Lorenzo Madeddu",2
"Giovanni Vigna","Igor Santos",2
"Iskander Sánchez-Rola","Giovanni Vigna",2
"Patrick Ernst","Giovanni Zappella",4
"Yannik Stein","Giovanni Zappella",2
"Jitendra Kumar 0001","Giri Prakash",2
"Kavya Guntupally","Giri Prakash",2
"Kyle Dumas","Giri Prakash",2
"Michael C. Crow","Giri Prakash",2
"Ranjeet Devarakonda","Giri Prakash",4
"Wade Darnell","Giri Prakash",2
"Neelam S. Jogalekar","Girish K. Palshikar",2
"Vahida Attar","Girish K. Palshikar",2
"Giulia Del Gamba","Greta Greco",2
"Riccardo Crupi","Giulia Del Gamba",2
"Giuseppe Cuccu","Harriet Thöny",2
"Giuseppe Cuccu","Johan Jobin",2
"Giuseppe Cuccu","Julien Clément",2
"Giuseppe Cuccu","Philippe Cudré-Mauroux",2
"Janani Padmanabhan","Giuseppe Ottaviano",2
"Jui-Ting Huang","Giuseppe Ottaviano",2
"Li Xia","Giuseppe Ottaviano",2
"Giuseppe Ottaviano","Linjun Yang",2
"Philip Pronin","Giuseppe Ottaviano",2
"Shuying Sun","Giuseppe Ottaviano",2
"Kevin Roitero","Giuseppe Serra 0001",2
"Michael Soprano","Giuseppe Serra 0001",2
"Giuseppe Serra 0001","Stefano Mizzaro",2
"Vincenzo Della Mea","Giuseppe Serra 0001",2
"Haytham Elghazel","Giyyarpuram Madhusudan",2
"Johannes Haug","Gjergji Kasneci",2
"Klaus Broelemann","Gjergji Kasneci",4
"Martin Pawelczyk","Gjergji Kasneci",4
"Gjorgjina Cenikj","Gorjan Popovski",2
"Gjorgjina Cenikj","Riste Stojanov",2
"Gjorgjina Cenikj","Tome Eftimov",2
"Glaucia Melo dos Santos","Paulo S. C. Alencar",2
"Goce Popovski","Gonçalo Marques",2
"Goce Popovski","Ivan Miguel Pires",2
"Goce Popovski","Nuno M. Garcia",2
"Goce Popovski","Vasco Ponciano",2
"Goce Trajcevski","Jiahao Wang",2
"Kunpeng Zhang","Goce Trajcevski",2
"Liang Li","Goce Trajcevski",2
"Goce Trajcevski","Qiao Liu",2
"Goce Trajcevski","Ting Zhong",2
"Goce Trajcevski","Ying Huang",2
"Goeun Kim","Jisoo Hwang",2
"Minhyeok Kweun","Goeun Kim",2
"Woo-Yeon Lee","Goeun Kim",2
"Goeun Kim","Yoonkyong Lee",2
"Gokberk Serin","Hakki Özgür Ünver",2
"Gokberk Serin","M. Ugur Gudelek",2
"Jason Armitage","Golsa Tahmasebzadeh",2
"Golsa Tahmasebzadeh","Jens Lehmann 0001",2
"Golsa Tahmasebzadeh","Maria Maleshkova",2
"Golsa Tahmasebzadeh","Ralph Ewerth",2
"Golsa Tahmasebzadeh","Swati",2
"Gonçalo Marques","Ivan Miguel Pires",4
"Gonçalo Marques","Nuno M. Garcia",4
"Gonçalo Marques","Salome Muhkashavria",2
"Salome Oniani","Gonçalo Marques",2
"Vasco Ponciano","Gonçalo Marques",2
"Gong Cheng 0001","Jun Wang",2
"Gong Cheng 0001","Kalpa Gunaratna",2
"Yuxuan Shi","Gong Cheng 0001",2
"Jingang Wang","Gong Zhang",2
"Jizhou Li","Gong Zhang",2
"Junmei Hao","Gong Zhang",2
"Peixu Hou","Gong Zhang",2
"Rao Fu","Gong Zhang",2
"Shiqi Jiang","Gong Zhang",2
"Tong Yang 0003","Gong Zhang",2
"Yafei Dai","Gong Zhang",2
"Yang Yang","Gong Zhang",2
"Yifei Xu","Gong Zhang",2
"Gong Zhang","Zhongyuan Wang",2
"Zikun Li","Gong Zhang",2
"Zili Wang","Gong Zhang",2
"Gongkai Li","James Browne",2
"Gongkai Li","Joshua T. Vogelstein",2
"Meghana Madhyastha","Gongkai Li",2
"Gongkai Li","Randal C. Burns",2
"Gongkai Li","Veronika Strnadová-Neeley",2
"Louis Faust","Gonzalo J. Martínez",2
"Gonzalo J. Martínez","Nitesh V. Chawla",2
"Sidney D'Mello","Gonzalo J. Martínez",2
"Suwen Lin","Gonzalo J. Martínez",2
"Ladjel Bellatreche","Gopal Pandurangan",2
"Gopal Pandurangan","Mimoun Malki",2
"Hamed Zamani","Gord Lueck",4
"Gord Lueck","Nick Craswell",4
"Paul N. Bennett","Gord Lueck",2
"Gord Lueck","Rodolfo Quispe",2
"Susan T. Dumais","Gord Lueck",2
"Gordana Ispirova","Tome Eftimov",2
"Gordon E. Moon","J. Austin Ellis",2
"Gordon E. Moon","P. Sadayappan",2
"Gordon E. Moon","Srinivasan Parthasarathy 0001",2
"Haobo Wang","Gore Kao",2
"Kaiwen Yu","Gore Kao",2
"Gore Kao","Ming Yin",2
"Gore Kao","Shuo-Han Chen",2
"Somesh Dube","Gore Kao",2
"Xiao Hu","Gore Kao",2
"Gore Kao","Yung-Hsiang Lu",2
"Ilija Kocev","Gorjan Popovski",2
"Gorjan Popovski","Riste Stojanov",4
"Sasho Gramatikov","Gorjan Popovski",2
"Gorjan Popovski","Tome Eftimov",4
"Gota Morishita","Komei Fujita",2
"Gota Morishita","Masashi Shibata",2
"Shota Yasui","Gota Morishita",2
"Gourab K. Patro","Krishna P. Gummadi",2
"Gourab K. Patro","Linus W. Dietz",2
"Gourab K. Patro","Niloy Ganguly",2
"Guozhong Li","Grace Lai-Hung Wong",2
"Grace Lai-Hung Wong","Kwok-Pan Chun",2
"Grace Lai-Hung Wong","Shiwen Li",2
"Sourav S. Bhowmick","Grace Lai-Hung Wong",2
"Grace Mei Ching Pua","Kyong Jin Shim",2
"Grace Mei Ching Pua","Lee Ning Ng",2
"Grace Mei Ching Pua","Sharon Purbowo",2
"Grant J. Scott","J. Alex Hurt",4
"Trevor M. Bajkowski","Grant J. Scott",2
"Greg L. Hersch","Iya Khalil",2
"Luca A. Finelli","Greg L. Hersch",2
"Xiong Liu","Greg L. Hersch",2
"Hang Li","Gregory Dudek",2
"Xi Chen","Gregory Dudek",2
"Xue Liu","Gregory Dudek",2
"Riccardo Crupi","Greta Greco",2
"Gromit Yeuk-Yin Chan","Juliana Freire",2
"Gromit Yeuk-Yin Chan","Ryan A. Rossi",2
"Rhys Biddle","Guandong Xu",2
"Shaowu Liu","Guandong Xu",2
"Jagannadan Varadarajan","Guanfeng Wang",2
"Guanfeng Wang","Roger Zimmermann",2
"Guanfeng Wang","See-Kiong Ng",2
"Guanfeng Wang","Xueou Wang",2
"Yifang Yin","Guanfeng Wang",2
"Guang Wang","Shuai Wang",2
"Zhihan Fang","Guang Wang",2
"Guangchen Ruan","Hui Zhang 0006",2
"Guoming Lu","Guangchun Luo",2
"Kaiyang Li","Guangchun Luo",2
"Guangchun Luo","Zhipeng Cai 0001",2
"Guangrun Wang","Guangcong Wang",2
"Guangcong Wang","Keze Wang",2
"Guangcong Wang","Liang Lin",2
"Guangcong Wang","Xiaodan Liang",2
"Junzhou Zhao","Guangjian Tian",2
"Pinghui Wang","Guangjian Tian",2
"Guangjian Tian","Xiaohong Guan",2
"Yiyan Qi","Guangjian Tian",2
"Yuanming Zhang","Guangjian Tian",2
"Hongsheng Li","Guangming Zhu 0001",2
"Liang Zhang 0010","Guangming Zhu 0001",2
"Guangming Zhu 0001","Mohammed Bennamoun",2
"Guangming Zhu 0001","Peiyi Shen",2
"Guangming Zhu 0001","Ping Li",2
"Guangming Zhu 0001","Syed Afaq Ali Shah",2
"Guangming Zhu 0001","Xiaoyuan Lu",2
"Xudong Wang","Guangming Zhu 0001",2
"Guangrui Ma","Hao Ge",2
"Guangrui Ma","Huan Zheng",2
"Guangrui Ma","Xun Zhang",2
"Guangrui Ma","Ying Rong",2
"Yuming Deng","Guangrui Ma",2
"Guangrui Ma","Yunwei Qi",2
"Guangrun Wang","Keze Wang",2
"Guangrun Wang","Liang Lin",2
"Guangrun Wang","Xiaodan Liang",2
"Guangxu Xun","Jianhui Sun",4
"Guangxu Xun","Kishlay Jha",2
"Qiuling Suo","Guangxu Xun",2
"Weida Zhong","Guangxu Xun",2
"Guangyuan Piao","Stefano Faralli 0001",2
"Guangyuan Wang","Jiawei Han 0001",2
"Jiaxin Huang","Guangyuan Wang",2
"Yu Meng 0001","Guangyuan Wang",2
"Guangyuan Wang","Yu Zhang 0044",2
"Guangyuan Wang","Zihan Wang",2
"Huichu Zhang","Guanjie Zheng",2
"Weinan Zhang 0001","Guanjie Zheng",2
"Guanjie Zheng","Yong Yu 0001",2
"Jiahao Ding","Guannan Liang",2
"Guannan Liang","Jinbo Bi",2
"Jingyi Wang 0002","Guannan Liang",2
"Guannan Liang","Miao Pan",2
"Jianping Wei","Guannan Zhang",2
"Jinjie Gu","Guannan Zhang",4
"Guannan Zhang","Jun Zhou 0011",2
"Xiao-Fan Niu","Guannan Zhang",2
"Yixiang Mu","Guannan Zhang",2
"Yize Tan","Guannan Zhang",4
"Guannan Zhang","Yuan Qi 0001",2
"Zhengwei Wu","Guannan Zhang",2
"Zhining Liu 0001","Guannan Zhang",4
"Zhiqiang Zhang 0012","Guannan Zhang",2
"Ziqi Liu","Guannan Zhang",2
"Jiannan Tian","Guanpeng Li",2
"Guanxiu Tang","Guohui Li",2
"Pan Liu","Guanxiu Tang",2
"Shangping Zhao","Guanxiu Tang",2
"Guanxiu Tang","Yanming Guo",2
"Guanyi Mou","Kyumin Lee",2
"Guanyi Mou","Pengyi Ye",2
"Guanyue Bian","Ji-Rong Wen",2
"Zhengyi Ma","Guanyue Bian",2
"Zhicheng Dou","Guanyue Bian",2
"Gui Ming Tang","Jerry Jiang",2
"Gui Ming Tang","Jimmy Lin",2
"Qieyun Dai","Gui Ming Tang",2
"Venu Satuluri","Gui Ming Tang",2
"Xun Zheng","Gui Ming Tang",2
"Yao Wu","Gui Ming Tang",2
"Yilei Qian","Gui Ming Tang",2
"Haochuan Jiang","Guibing Guo",2
"Guibing Guo","Jian Xiong",2
"Xiangnan He 0001","Guibing Guo",2
"Guibing Guo","Yilin Xiong",2
"Guibing Guo","Zhezhao Xu",2
"Harrisen Scells","Guido Zuccon",4
"Guido Zuccon","Justin Clark",2
"Guido Zuccon","Mohamed A. Sharaf",2
"Guilherme F. Lima","Kurt Rothermel",2
"Guilherme F. Lima","Markus Endler",2
"Sukanya Bhowmik","Guilherme F. Lima",2
"Vitor Pinheiro de Almeida","Guilherme F. Lima",2
"Jack Davis","Guiliang Liu",2
"Guiliang Liu","Jiakang Wang",2
"Guiliang Liu","Mingming Sun",2
"Oliver Schulte","Guiliang Liu",2
"Guiliang Liu","Ping Li 0001",2
"Xiangyu Sun","Guiliang Liu",2
"Guiliang Liu","Xu Li",2
"Guilin Li","Jincai Lai",2
"Guilin Li","Ruiming Tang",2
"Guilin Li","Weinan Zhang 0001",2
"Guilin Li","Xiuqiang He",2
"Guilin Li","Yong Yu 0001",2
"Guilin Li","Zhenguo Li",2
"Guillaume Habault","Rui Kimura",2
"Guillaume Habault","Shinya Wada",2
"Guillaume Rabusseau","Reihaneh Rabbany",2
"Shenyang Huang","Guillaume Rabusseau",2
"Yasmeen Hitti","Guillaume Rabusseau",2
"Guixiang Ma","Philip S. Yu",2
"Guixiang Ma","Sihong Xie",2
"Yingtong Dou","Guixiang Ma",2
"Guli Lin","Keping Yang",2
"Menghan Wang","Guli Lin",2
"Guli Lin","Xiao-Ming Wu",2
"Yujie Lin","Guli Lin",2
"Haoyu Wang 0001","Guoai Xu",2
"Ignacio Castro","Guoai Xu",2
"Lei Wu 0012","Guoai Xu",2
"Li Li 0029","Guoai Xu",2
"Ren He","Guoai Xu",2
"Yangyu Hu","Guoai Xu",2
"Yao Guo 0001","Guoai Xu",2
"Jinhe Shi","Guodong (Gordon) Gao",2
"Xiangyu Gao","Guodong (Gordon) Gao",2
"Yage Wang","Guodong (Gordon) Gao",2
"Guodong (Gordon) Gao","Yi Chen 0001",2
"Guodong Long","Jing Jiang 0002",2
"Shirui Pan","Guodong Long",2
"Guodong Long","Xiaojun Chang",2
"Zonghan Wu","Guodong Long",2
"Guohai Xu","Haiqing Chen",2
"Hehong Chen","Guohai Xu",2
"Guohai Xu","Ji Zhang",2
"Guohai Xu","Tian Qiu",2
"Guohua Hao","Robert Wojciechowski",2
"Guohua Hao","Tony Li",2
"Jianjun Li","Guohui Li 0001",2
"Meng Liu","Guohui Li 0001",2
"Guohui Li 0001","Peng Pan",2
"Pan Liu","Guohui Li",2
"Shangping Zhao","Guohui Li",2
"Yanming Guo","Guohui Li",2
"Junshan Wang","Guojie Song",2
"Guojie Song","Liang Wang",2
"Lichen Jin","Guojie Song",2
"Qingqing Long","Guojie Song",2
"Guojie Song","Wei Lin",2
"Guojie Song","Yi Li",2
"Guojie Song","Yi Wu",2
"Yilun Jin","Guojie Song",4
"Yizhou Zhang","Guojie Song",2
"Leili Zhang","Guojing Cong",2
"Jie Wu 0001","Guojun Wang 0001",2
"Guojun Wang 0001","Kenli Li 0001",2
"Weiguang Chen","Guojun Wang 0001",2
"Wenjun Jiang","Guojun Wang 0001",2
"Xueqi Li","Guojun Wang 0001",2
"Guojun Wu","Hongtu Zhu",2
"Guojun Wu","Jieping Ye",2
"Guojun Wu","Jing He",2
"Guojun Wu","Qichao Wang",2
"Guojun Wu","Shikai Luo",2
"Guojun Wu","Xiaohu Qie",2
"Guojun Wu","Yanhua Li",2
"Kaiyang Li","Guoming Lu",2
"Guoming Lu","Zhipeng Cai 0001",2
"Kenta Niwa","Guoqiang Zhang 0003",2
"Noboru Harada","Guoqiang Zhang 0003",2
"Guoqiang Zhang 0003","W. Bastiaan Kleijn",2
"Guorui Zhou","Kun Gai",2
"Guorui Zhou","Lejian Ren",2
"Qi Pi","Guorui Zhou",2
"Guorui Zhou","Xiaoqiang Zhu",2
"Guorui Zhou","Ying Fan",2
"Guorui Zhou","Yujing Zhang",2
"Guorui Zhou","Zhe Wang",2
"Guosheng Pan","Hanghang Tong",2
"Guosheng Pan","Hongxia Yang",2
"Guosheng Pan","Jian Lu",2
"Yaojing Wang","Guosheng Pan",2
"Guosheng Pan","Yuan Yao 0001",2
"Jiahui Chen","Guoting Chen",2
"Weiping Ding 0001","Guoting Chen",2
"Wensheng Gan","Guoting Chen",2
"Xu Guo","Guoting Chen",2
"Keqiang Wang","Guotong Xie",2
"Li Wang","Guotong Xie",2
"Sheng Zhang","Guotong Xie",2
"Sihang Jiang","Guotong Xie",2
"Wei Zhu","Guotong Xie",2
"Guotong Xie","Yanghua Xiao",2
"Yuan Ni","Guotong Xie",2
"Guowei Xu","Songfan Yang",2
"Guowei Xu","Tianqiao Liu",2
"Guowei Xu","Weiping Fu",2
"Guowei Xu","Wenbiao Ding",2
"Guowei Xu","Yubi Qi",2
"Guowei Xu","Yujia Song",2
"Zitao Liu","Guowei Xu",2
"Lu Yu 0006","Guoxian Yu",2
"Shichao Pei","Guoxian Yu",2
"Guoxian Yu","Xiangliang Zhang 0001",2
"Ke Xing","Guoxing Wei",2
"Guoxing Wei","Renqing He",2
"Runfeng Zhang","Guoxing Wei",2
"Xingyu Liu","Guoxing Wei",2
"Xuetao Ding","Guoxing Wei",2
"Zhen Mao","Guoxing Wei",2
"Guoxing Wei","Zhizhao Sun",2
"Guozheng Li","Haoyuan Hu",4
"Lu Duan","Guozheng Li",2
"Guozheng Li","Rongqi Li",2
"Guozheng Li","Xiaodong Zhang",2
"Guozheng Li","Xinhang Zhang",2
"Yichen Yao","Guozheng Li",2
"Guozheng Li","Yinghui Xu",4
"Guozheng Li","Yinzhi Zhou",2
"Guozheng Li","Yu Gong",2
"Guozheng Li","Yujie Chen",2
"Zili Wu","Guozheng Li",2
"Guozhong Li","Kwok-Pan Chun",2
"Guozhong Li","Shiwen Li",2
"Guozhong Li","Sourav S. Bhowmick",2
"Himanshu Rai","Gursirat Singh Sodhi",2
"Gursirat Singh Sodhi","Nitinbalaji Singh",2
"Swarnim Narayan","Gursirat Singh Sodhi",2
"Varun Mishra","Gursirat Singh Sodhi",2
"Kasper Fantenberg","Gustav Svensson",2
"Guy Divita","Jennifer H. Garvin",2
"Guy Divita","Qing Zeng-Treitler",4
"Guy Divita","Terri Elizabeth Workman",4
"YiJun Shao","Guy Divita",4
"Haggai Roitman","Guy Feigenblat",4
"Guy Feigenblat","Mustafa Canim",2
"Guy Feigenblat","Odellia Boni",2
"Roee Shraga","Guy Feigenblat",2
"Guy Francoeur","Petko Valtchev",2
"Tomas Martin","Guy Francoeur",2
"Guy Jacobson","Raif Rustamov",2
"Shuai Zhao","Guy Jacobson",2
"Tan Xu","Guy Jacobson",2
"Wen-Ling Hsu","Guy Jacobson",2
"Guy Khazma","Oshrit Feder",2
"Paula Ta-Shma","Guy Khazma",2
"Guy Wolf","Kevin R. Moon",2
"Sacha Morin","Guy Wolf",2
"Guy Wolf","Smita Krishnaswamy",2
"Gwanghoon Jang","Jaewoo Kang",2
"Gwanghoon Jang","Seoyoon Kim",2
"Gyoung S. Na","Hyun Woo Kim",2
"Gyoung S. Na","Hyunju Chang",2
"Rediet Abebe","H. Andrew Schwartz",2
"Salvatore Giorgi","H. Andrew Schwartz",2
"Ha Xuan Tran","Jiuyong Li",2
"Ha Xuan Tran","Jixue Liu",2
"Ha Xuan Tran","Lin Liu",2
"Ha Xuan Tran","Thuc Duy Le",2
"Ha Xuan Tran","Tony Waters",2
"Ha Xuan Tran","Yanchang Zhao",2
"Keshav Kasichainula","Hadi Mansourifar",2
"Hadi Mansourifar","Weidong Shi",2
"Hadi Salman","Justin Zhan",2
"Haekyu Park","Matthew Hull",2
"Omar Shaikh","Haekyu Park",2
"Scott Freitas","Haekyu Park",2
"Siwei Li","Haekyu Park",2
"Haekyu Park","Susanta Routray",2
"Zhiyan Zhou","Haekyu Park",2
"Haekyu Park","Zijie J. Wang",2
"Limeng Cui","Haeseung Seo",2
"Haeseung Seo","Maryam Tabar",2
"Haeseung Seo","Suhang Wang",2
"Koby Hayashi","Haesun Park",2
"Sinan G. Aksoy","Haesun Park",2
"Hind Almerekhi","Haewoon Kwak",2
"Haewoon Kwak","Hyunho Song",2
"Jisun An","Haewoon Kwak",2
"Haewoon Kwak","Joni Salminen",2
"Juhi Kulshrestha","Haewoon Kwak",2
"Kunwoo Park","Haewoon Kwak",2
"Haewoon Kwak","Meeyoung Cha",2
"Soumen Ganguly","Haewoon Kwak",2
"Haggai Roitman","Mustafa Canim",2
"Haggai Roitman","Odellia Boni",2
"Roee Shraga","Haggai Roitman",2
"Naoki Muramoto","Hai-Tao Yu",2
"Hao-Yi Chih","Hai-Yuan Kuo",2
"Wen-Chih Peng","Hai-Yuan Kuo",2
"Yao-Chung Fan","Hai-Yuan Kuo",2
"Hai Lan","Yuwei Peng",2
"Hai Lan","Zhifeng Bao",2
"Wei Wen","Hai Li 0001",2
"Yiran Chen","Hai Li 0001",2
"Haobing Liu","Haibin Cai",2
"Jiadi Yu","Haibin Cai",2
"Tianzi Zang","Haibin Cai",2
"Yanmin Zhu","Haibin Cai",2
"Wanyue Xu","Haibin Kan",2
"Yibin Sheng","Haibin Kan",2
"Haibin Kan","Zhongzhi Zhang",2
"Zuobai Zhang","Haibin Kan",2
"Haibin Lin","Hao Ding",2
"Yifei Ma","Haibin Lin",2
"Haibin Zhai","Hong Zhang 0023",2
"Lihong Wang","Haibin Zhai",2
"Lin Li","Haibin Zhai",2
"Lingshuai Meng","Haibin Zhai",2
"Shu Guo","Haibin Zhai",2
"Wei Liu","Haibin Zhai",2
"Zhen Hui","Haibin Zhai",2
"Li Tang","Haibo Hu",2
"Shengzhong Zhang","Haicang Zhou",2
"Zengfeng Huang","Haicang Zhou",2
"Haicang Zhou","Ziang Zhou",2
"Haichao Shi","Jianlong Tan",2
"Ruipeng Jia","Haichao Shi",2
"Yanan Cao","Haichao Shi",2
"Haichao Shi","Yanbing Liu",2
"Haosen Zhan","Haichuan Shang",2
"Kazutoshi Umemoto","Haichuan Shang",2
"Haichuan Shang","Koji Zettsu",2
"Masashi Toyoda","Haichuan Shang",2
"Ryotaro Tsukada","Haichuan Shang",2
"Shonosuke Ishiwatari","Haichuan Shang",2
"Haifeng Chen","Hongyuan Zha",2
"Jiaping Gui","Haifeng Chen",2
"Junghwan Rhee","Haifeng Chen",2
"Lu Wang","Haifeng Chen",2
"Martin Renqiang Ren","Haifeng Chen",2
"Pengyang Wang","Haifeng Chen",2
"Wei Cheng 0002","Haifeng Chen",2
"Wei Wang 0010","Haifeng Chen",2
"Wenchao Yu","Haifeng Chen",2
"Xiaofeng He","Haifeng Chen",2
"Haifeng Chen","Yanjie Fu",2
"Zhengzhang Chen","Haifeng Chen",2
"Haifeng Shen","Jian Tang",2
"Rongheng Lin","Haifeng Shen",2
"Xiubao Zhang","Haifeng Shen",2
"Haifeng Shen","Yi Yang",2
"Zixiang Pei","Haifeng Shen",2
"Haijin Liang","Haifeng Wang",2
"Haoyi Xiong","Haifeng Wang",2
"Haozhe An","Haifeng Wang",2
"Ji Liu","Haifeng Wang",2
"Jizhou Huang","Haifeng Wang",8
"Lingke Zeng","Haifeng Wang",2
"Haifeng Wang","Miao Fan",4
"Siyu Huang","Haifeng Wang",2
"Xiakai Wang","Haifeng Wang",2
"Xiaomin Fang","Haifeng Wang",2
"Haifeng Wang","Yibo Sun",2
"Haifeng Wang","Ying Li",4
"Haihua Chen","Jingye Qu",2
"Haihua Chen","Junhua Ding",2
"Mingwei Tang","Haihua Chen",2
"Jizhou Huang","Haijin Liang",2
"Lingke Zeng","Haijin Liang",2
"Xiaomin Fang","Haijin Liang",2
"Hailiang Xu","Jia Sun",2
"Hailiang Xu","Jian Yang",2
"Hailiang Xu","Leiyun Li",2
"Xiaobing Zhang","Hailiang Xu",2
"Hailin Hu","MingJian Tang",2
"Hailong Sun 0001","Xudong Liu 0001",2
"Haiming Jin","Haisong Zhang",2
"Jiahui Sun","Haiming Jin",2
"Haiming Jin","Jianqiang Huang",2
"Junjie Ou","Haiming Jin",2
"Haiming Jin","Luoyi Fu",2
"Xiaoying Gan","Haiming Jin",2
"Haiming Jin","Xinbing Wang",2
"Yichen Zhu","Haiming Jin",2
"Haiming Jin","Yijuan Liu",2
"Hao Yang","Haina Tang",2
"Ruiqiang Liu","Haina Tang",2
"Shuai Zhao 0001","Haina Tang",2
"Haina Tang","Taoyu Li",2
"Jinke Song","Haining Wang",2
"Haining Wang","Limin Sun",2
"Qiang Li 0007","Haining Wang",2
"Zhihao Wang","Haining Wang",2
"Haipei Sun","Wendy Hui Wang",2
"Yanying Li","Haipei Sun",2
"Kaihao Guo","Haipeng Zhang",2
"Tianpei Jiang","Haipeng Zhang",2
"Li Zhang","Haiping Lu",2
"Hehong Chen","Haiqing Chen",2
"Ji Zhang","Haiqing Chen",4
"Jiafeng Guo","Haiqing Chen",2
"Liu Yang 0005","Haiqing Chen",2
"Minghui Qiu","Haiqing Chen",2
"Mingyue Shang","Haiqing Chen",2
"Haiqing Chen","Rui Yan 0001",4
"Shaobo Cui 0001","Haiqing Chen",4
"Tian Qiu","Haiqing Chen",2
"W. Bruce Croft","Haiqing Chen",2
"Yongfeng Zhang","Haiqing Chen",2
"Zhenxin Fu","Haiqing Chen",4
"Madhuri Ghorpade","Haiquan Chen",2
"Haiquan Chen","Yuhong Liu",2
"Haiquan Chen","Zhe Jiang 0001",2
"Haishun Yang","Hongfeng Yu",2
"Saeideh Samani","Haishun Yang",2
"Luoyi Fu","Haisong Zhang",2
"Xiaoying Gan","Haisong Zhang",2
"Jie Feng 0002","Haisu Yu",2
"Haisu Yu","Mudan Wang",2
"Haisu Yu","Yong Li 0008",2
"Zeyu Yang","Haisu Yu",2
"Haitham Abu-Rub","Le Xie",2
"Mahdi Houchati","Haitham Abu-Rub",2
"Haitham Abu-Rub","Shady S. Refaat",4
"Haiyan Wang","Hamed Khorasgani",4
"Philip Odonkor","Haiyan Wang",2
"Qiyao Wang","Haiyan Wang",2
"Shuai Zheng","Haiyan Wang",2
"Susumu Serita","Haiyan Wang",2
"Haiyan Zhao","Kun Kong",2
"Haiyan Zhao","Shuang Gao",2
"Haiyan Zhao","Xiaoyi Li",2
"Yihui Zhang","Haiyan Zhao",2
"Haiyan Zhao","Yixin Chen",2
"Jing Wang","Haiyang He",2
"Minglin Hong","Haiyang He",2
"Haiyang He","Shiguo Huang",2
"Xiaolin Li","Haiyang He",2
"Haiyang Xu","Han Li",4
