2009,"Learning consensus opinion: mining data from a labeling game.",WWW,"Paul N. Bennett,David Maxwell Chickering,Anton Mityagin"
2007,"The largest scholarly semantic network...ever.",WWW,"Johan Bollen,Marko A. Rodriguez,Herbert Van de Sompel,Lyudmila Balakireva,Aric A. Hagberg"
2009,"User-centric content freshness metrics for search engines.",WWW,"Ali Dasdan,Xinh Huynh"
2017,"Ex Machina: Personal Attacks Seen at Scale.",WWW,"Ellery Wulczyn,Nithum Thain,Lucas Dixon"
2012,"Understanding web images by object relation network.",WWW,"Na Chen 0002,Qian-Yi Zhou,Viktor K. Prasanna"
2013,"Predictive web automation assistant for people with vision impairments.",WWW,"Yury Puzis,Yevgen Borodin,Rami Puzis,I. V. Ramakrishnan"
2016,"A Study of Retrieval Models for Long Documents and Queries in Information Retrieval.",WWW,"Ronan Cummins"
2009,"Identifying vertical search intention of query through social tagging propagation.",WWW,"Ning Liu 0001,Jun Yan 0001,Weiguo Fan,Qiang Yang 0001,Zheng Chen 0001"
2013,"Do social explanations work?: studying and modeling the effects of social explanations in recommender systems.",WWW,"Amit Sharma,Dan Cosley"
2004,"Incremental formalization of document annotations through ontology-based paraphrasing.",WWW,"Jim Blythe,Yolanda Gil"
2001,"A case study in web search using TREC algorithms.",WWW,"Amit Singhal 0001,Marcin Kaszkiel"
2005,"AwareDAV: a generic WebDAV notification framework and implementation.",WWW,"Henning Qin Jehøj,Niels Olof Bouvin,Kaj Grønbæk"
2015,"Overcoming Relational Learning Biases to Accurately Predict Preferences in Large Scale Networks.",WWW,"Joseph J. Pfeiffer III,Jennifer Neville,Paul N. Bennett"
2020,"Don't Count Me Out: On the Relevance of IP Address in the Tracking Ecosystem.",WWW,"Vikas Mishra,Pierre Laperdrix,Antoine Vastel,Walter Rudametkin,Romain Rouvoy,Martin Lopatka"
2019,"A Family of Fuzzy Orthogonal Projection Models for Monolingual and Cross-lingual Hypernymy Prediction.",WWW,"Chengyu Wang 0001,Yan Fan,Xiaofeng He,Aoying Zhou"
2004,"Trust-serv: model-driven lifecycle management of trust negotiation policies for web services.",WWW,"Halvard Skogsrud,Boualem Benatallah,Fabio Casati"
2010,"Exposing audio data to the web: an API and prototype.",WWW,"David Humphrey,Corban Brook,Alistair MacDonald"
2019,"Enlisting the Public to Build a Healthier Web Information Commons.",WWW,"Claire Wardle"
2013,"Google+Ripples: a native visualization of information flow.",WWW,"Fernanda B. Viégas,Martin Wattenberg,Jack Hebert,Geoffrey Borggaard,Alison Cichowlas,Jonathan Feinberg,Jon Orwant,Christopher Richard Wren"
2019,"Hierarchical Neural Variational Model for Personalized Sequential Recommendation.",WWW,"Teng Xiao,Shangsong Liang,Zaiqiao Meng"
2006,"Effective web-scale crawling through website analysis.",WWW,"Iván Gonzlez,Adam Marcus 0002,Daniel N. Meredith,Linda A. Nguyen"
2006,"GIO: a semantic web application using the information grid framework.",WWW,"Omar Alonso,Sandeepan Banerjee,Mark Drake"
2019,"Keyphrase Extraction from Disaster-related Tweets.",WWW,"Jishnu Ray Chowdhury,Cornelia Caragea,Doina Caragea"
2006,"Invisible participants: how cultural capital relates to lurking behavior.",WWW,"Vladimir Soroka,Sheizaf Rafaeli"
2010,"Context-aware citation recommendation.",WWW,"Qi He,Jian Pei,Daniel Kifer,Prasenjit Mitra,C. Lee Giles"
2020,"Evolution of a Web-Scale Near Duplicate Image Detection System.",WWW,"Andrey Gusev,Jiajing Xu"
2013,"Hierarchical geographical modeling of user locations from social media posts.",WWW,"Amr Ahmed,Liangjie Hong,Alexander J. Smola"
2009,"To join or not to join: the illusion of privacy in social networks with mixed public and private user profiles.",WWW,"Elena Zheleva,Lise Getoor"
2008,"Learning deterministic regular expressions for the inference of schemas from XML data.",WWW,"Geert Jan Bex,Wouter Gelade,Frank Neven,Stijn Vansummeren"
2014,"Unveiling group characteristics in online social games: a socio-economic analysis.",WWW,"Taejoong Chung,Jinyoung Han,Daejin Choi,Ted Taekyoung Kwon,Huy Kang Kim,Yanghee Choi"
2006,"Beyond PageRank: machine learning for static ranking.",WWW,"Matthew Richardson,Amit Prakash,Eric Brill"
2016,"Which to View: Personalized Prioritization for Broadcast Emails.",WWW,"Beidou Wang,Martin Ester,Jiajun Bu,Yu Zhu,Ziyu Guan,Deng Cai 0001"
2005,"Using XForms to simplify Web programming.",WWW,"Richard Cardone,Danny Soroker,Alpana Tiwari"
2019,"SamWalker: Social Recommendation with Informative Sampling Strategy.",WWW,"Jiawei Chen 0007,Can Wang 0001,Sheng Zhou,Qihao Shi,Yan Feng,Chun Chen 0001"
2007,"The use of XML to express a historical knowledge base.",WWW,"Katsuko T. Nakahira,Masashi Matsui,Yoshiki Mikami"
2016,"On Sampling Nodes in a Network.",WWW,"Flavio Chierichetti,Anirban Dasgupta 0001,Ravi Kumar 0001,Silvio Lattanzi,Tamás Sarlós"
2017,"Measuring and Improving the Reliability of Wide-Area Cloud Paths.",WWW,"Osama Haq,Mamoon Raja,Fahad R. Dogar"
2008,"Low-load server crawler: design and evaluation.",WWW,"Katsuko T. Nakahira,Tetsuya Hoshino,Yoshiki Mikami"
2008,"Cm-pmi: improved web-based association measure with contextual label matching.",WWW,"Xiaojun Wan 0001"
2020,"A Cue Adaptive Decoder for Controllable Neural Response Generation.",WWW,"Weichao Wang,Shi Feng,Wei Gao,Daling Wang,Yifei Zhang 0003"
2008,"Location and the web (LocWeb 2008).",WWW,"Susanne Boll,Christopher B. Jones,Eric Kansa,Puneet Kishor,Mor Naaman,Ross Purves,Arno Scharl,Erik Wilde"
2007,"Adaptive record extraction from web pages.",WWW,"Justin Park,Denilson Barbosa"
2019,"CnGAN: Generative Adversarial Networks for Cross-network user preference generation for non-overlapped users.",WWW,"Dilruk Perera,Roger Zimmermann"
2009,"Retaining personal expression for social search.",WWW,"Praphul Chandra,Ajay Gupta"
2003,"On admission control for profit maximization of networked service providers.",WWW,"Akshat Verma,Sugata Ghosal"
2017,"An Efficient Approach to Event Detection and Forecasting in Dynamic Multivariate Social Media Networks.",WWW,"Minglai Shao,Jianxin Li,Feng Chen 0001,Hongyi Huang,Shuai Zhang,Xunxun Chen"
2010,"TWC data-gov corpus: incrementally generating linked government data from data.gov.",WWW,"Li Ding 0001,Dominic DiFranzo,Alvaro Graves,James Michaelis,Xian Li,Deborah L. McGuinness,James A. Hendler"
2016,"Exploring Patterns of Identity Usage in Tweets: A New Problem, Solution and Case Study.",WWW,"Kenneth Joseph,Wei Wei 0019,Kathleen M. Carley"
2020,"FiDo: Ubiquitous Fine-Grained WiFi-based Localization for Unlabelled Users via Domain Adaptation.",WWW,"Xi Chen,Hang Li,Chenyi Zhou,Xue Liu,Di Wu,Gregory Dudek"
2007,"MedSearch: a specialized search engine for medical information.",WWW,"Gang Luo 0001,Chunqiang Tang,Hao Yang,Xing Wei"
2017,"ESCAPE: Efficiently Counting All 5-Vertex Subgraphs.",WWW,"Ali Pinar,C. Seshadhri,Vaidyanathan Vishal"
2017,"PhLeGrA: Graph Analytics in Pharmacology over the Web of Life Sciences Linked Open Data.",WWW,"Maulik R. Kamdar,Mark A. Musen"
2008,"Learning to classify short and sparse text & web with hidden topics from large-scale data collections.",WWW,"Xuan Hieu Phan,Minh Le Nguyen,Susumu Horiguchi"
2017,"The Long-Standing Privacy Debate: Mobile Websites vs Mobile Apps.",WWW,"Elias P. Papadopoulos,Michalis Diamantaris,Panagiotis Papadopoulos,Thanasis Petsas,Sotiris Ioannidis,Evangelos P. Markatos"
2008,"Investigation of partial query proximity in web search.",WWW,"Jing Bai,Yi Chang 0001,Hang Cui,Zhaohui Zheng,Gordon Sun,Xin Li"
2011,"A case for query by image and text content: searching computer help using screenshots and keywords.",WWW,"Tom Yeh,Brandyn White,José San Pedro,Boris Katz,Larry S. Davis"
2007,"XML-based multimodal interaction framework for contact center applications.",WWW,"Nikolay A. Anisimov,Brian Galvin,Herbert Ristock"
